sku_id,total_records,stockout_records,avg_stock,avg_reorder_point,stockout_rate
SKU04486,4,1,107.75,60.0,25.0
SKU04615,4,1,36.0,51.25,25.0
SKU04722,4,1,106.5,61.0,25.0
SKU00267,5,1,105.6,73.8,20.0
SKU00835,5,1,66.6,63.2,20.0
SKU01081,5,1,139.2,75.2,20.0
SKU02245,5,1,57.2,65.2,20.0
SKU03029,5,1,134.0,72.2,20.0
SKU03222,5,1,104.4,70.0,20.0
SKU00298,6,1,64.66666666666667,55.0,16.666666666666664
SKU03992,6,1,113.5,73.5,16.666666666666664
SKU00742,8,1,68.875,47.125,12.5
SKU01643,22,1,232.0,59.0,4.545454545454546
SKU00001,1,0,215.0,100.0,0.0
SKU00003,4,0,103.5,62.5,0.0
SKU00004,1,0,148.0,99.0,0.0
SKU00005,5,0,82.2,56.8,0.0
SKU00006,5,0,124.2,64.8,0.0
SKU00007,2,0,43.5,81.5,0.0
SKU00009,2,0,42.5,77.0,0.0
SKU00011,1,0,3.0,35.0,0.0
SKU00012,27,0,265.037037037037,57.44444444444444,0.0
SKU00013,2,0,157.0,72.5,0.0
SKU00014,1,0,33.0,76.0,0.0
SKU00015,1,0,79.0,28.0,0.0
SKU00016,2,0,53.0,28.0,0.0
SKU00017,2,0,38.5,27.5,0.0
SKU00018,3,0,49.333333333333336,62.666666666666664,0.0
SKU00019,1,0,120.0,86.0,0.0
SKU00021,2,0,126.0,55.5,0.0
SKU00023,1,0,20.0,39.0,0.0
SKU00024,25,0,258.12,58.68,0.0
SKU00025,3,0,71.0,56.333333333333336,0.0
SKU00026,1,0,81.0,51.0,0.0
SKU00027,2,0,102.0,56.5,0.0
SKU00028,4,0,92.75,61.75,0.0
SKU00030,2,0,41.0,52.5,0.0
SKU00031,5,0,101.6,54.0,0.0
SKU00032,20,0,262.3,63.6,0.0
SKU00033,1,0,136.0,64.0,0.0
SKU00034,2,0,68.0,56.5,0.0
SKU00035,6,0,99.0,49.666666666666664,0.0
SKU00036,1,0,134.0,85.0,0.0
SKU00037,2,0,167.0,71.5,0.0
SKU00038,1,0,18.0,49.0,0.0
SKU00039,3,0,96.66666666666667,59.666666666666664,0.0
SKU00040,1,0,101.0,84.0,0.0
SKU00041,2,0,61.5,57.5,0.0
SKU00043,1,0,107.0,68.0,0.0
SKU00044,3,0,105.33333333333333,45.0,0.0
SKU00045,2,0,45.0,54.5,0.0
SKU00046,4,0,81.0,61.0,0.0
SKU00047,4,0,72.75,40.0,0.0
SKU00048,2,0,166.0,86.5,0.0
SKU00049,1,0,50.0,35.0,0.0
SKU00051,1,0,123.0,71.0,0.0
SKU00052,22,0,245.4090909090909,59.04545454545455,0.0
SKU00053,1,0,60.0,27.0,0.0
SKU00056,3,0,37.666666666666664,63.0,0.0
SKU00057,1,0,30.0,31.0,0.0
SKU00058,1,0,149.0,93.0,0.0
SKU00059,3,0,200.33333333333334,77.66666666666667,0.0
SKU00060,2,0,126.5,74.0,0.0
SKU00061,3,0,98.66666666666667,59.0,0.0
SKU00063,1,0,84.0,82.0,0.0
SKU00064,3,0,136.33333333333334,89.66666666666667,0.0
SKU00065,1,0,215.0,76.0,0.0
SKU00066,25,0,212.6,51.84,0.0
SKU00067,2,0,102.0,70.0,0.0
SKU00068,1,0,8.0,99.0,0.0
SKU00069,27,0,286.48148148148147,59.77777777777778,0.0
SKU00070,4,0,94.5,48.25,0.0
SKU00071,2,0,142.5,71.0,0.0
SKU00073,1,0,126.0,60.0,0.0
SKU00074,2,0,44.0,37.0,0.0
SKU00075,29,0,243.82758620689654,58.86206896551724,0.0
SKU00077,3,0,68.66666666666667,65.0,0.0
SKU00078,1,0,69.0,30.0,0.0
SKU00080,1,0,1.0,43.0,0.0
SKU00081,2,0,138.0,58.5,0.0
SKU00082,2,0,87.5,56.5,0.0
SKU00083,27,0,258.77777777777777,59.44444444444444,0.0
SKU00084,2,0,19.5,54.0,0.0
SKU00085,2,0,154.0,83.5,0.0
SKU00086,3,0,76.66666666666667,74.66666666666667,0.0
SKU00087,1,0,28.0,77.0,0.0
SKU00090,23,0,342.0869565217391,75.52173913043478,0.0
SKU00091,3,0,86.66666666666667,45.666666666666664,0.0
SKU00092,2,0,68.5,57.5,0.0
SKU00093,2,0,138.0,79.0,0.0
SKU00094,2,0,44.0,36.5,0.0
SKU00095,1,0,98.0,77.0,0.0
SKU00096,1,0,127.0,76.0,0.0
SKU00097,2,0,188.5,86.0,0.0
SKU00098,1,0,224.0,83.0,0.0
SKU00099,1,0,18.0,77.0,0.0
SKU00100,2,0,88.5,58.0,0.0
SKU00102,2,0,65.5,65.0,0.0
SKU00103,4,0,73.5,44.0,0.0
SKU00104,2,0,149.5,68.5,0.0
SKU00105,26,0,244.92307692307693,53.42307692307692,0.0
SKU00106,5,0,87.2,65.4,0.0
SKU00107,4,0,69.5,60.0,0.0
SKU00108,3,0,92.33333333333333,64.0,0.0
SKU00110,2,0,67.0,41.5,0.0
SKU00111,3,0,147.33333333333334,63.666666666666664,0.0
SKU00112,4,0,94.25,48.5,0.0
SKU00113,2,0,115.0,72.5,0.0
SKU00114,2,0,48.0,61.5,0.0
SKU00115,3,0,112.0,83.33333333333333,0.0
SKU00116,1,0,10.0,41.0,0.0
SKU00117,4,0,69.5,47.75,0.0
SKU00118,3,0,117.0,53.0,0.0
SKU00119,1,0,5.0,22.0,0.0
SKU00120,2,0,126.0,90.0,0.0
SKU00122,3,0,32.666666666666664,53.333333333333336,0.0
SKU00123,2,0,115.5,64.0,0.0
SKU00124,1,0,15.0,27.0,0.0
SKU00125,2,0,93.0,49.0,0.0
SKU00126,2,0,70.0,71.5,0.0
SKU00127,19,0,262.42105263157896,62.526315789473685,0.0
SKU00128,1,0,124.0,53.0,0.0
SKU00129,1,0,83.0,47.0,0.0
SKU00130,2,0,112.5,61.5,0.0
SKU00131,2,0,130.5,70.0,0.0
SKU00133,3,0,121.66666666666667,44.333333333333336,0.0
SKU00134,3,0,69.66666666666667,61.333333333333336,0.0
SKU00135,4,0,54.5,66.25,0.0
SKU00136,1,0,112.0,57.0,0.0
SKU00137,1,0,156.0,68.0,0.0
SKU00138,5,0,99.0,63.0,0.0
SKU00140,30,0,287.96666666666664,69.26666666666667,0.0
SKU00141,2,0,66.5,60.0,0.0
SKU00142,2,0,89.5,89.0,0.0
SKU00143,1,0,79.0,44.0,0.0
SKU00144,3,0,55.0,31.666666666666668,0.0
SKU00145,2,0,43.0,28.5,0.0
SKU00146,3,0,127.0,76.66666666666667,0.0
SKU00147,1,0,14.0,43.0,0.0
SKU00149,1,0,87.0,40.0,0.0
SKU00150,29,0,262.3448275862069,59.93103448275862,0.0
SKU00151,1,0,261.0,89.0,0.0
SKU00153,2,0,87.0,51.5,0.0
SKU00154,1,0,46.0,41.0,0.0
SKU00155,29,0,258.8965517241379,57.724137931034484,0.0
SKU00156,2,0,85.5,79.5,0.0
SKU00157,3,0,107.0,69.33333333333333,0.0
SKU00159,2,0,200.0,82.5,0.0
SKU00160,1,0,76.0,46.0,0.0
SKU00161,1,0,52.0,27.0,0.0
SKU00162,1,0,84.0,57.0,0.0
SKU00163,1,0,179.0,60.0,0.0
SKU00166,2,0,83.5,45.0,0.0
SKU00167,30,0,240.7,52.1,0.0
SKU00168,1,0,52.0,93.0,0.0
SKU00170,30,0,240.43333333333334,55.6,0.0
SKU00171,1,0,113.0,97.0,0.0
SKU00173,23,0,212.04347826086956,54.0,0.0
SKU00175,1,0,25.0,95.0,0.0
SKU00178,2,0,132.5,60.0,0.0
SKU00179,3,0,79.0,56.333333333333336,0.0
SKU00180,1,0,81.0,31.0,0.0
SKU00181,5,0,126.6,76.0,0.0
SKU00182,5,0,42.4,43.2,0.0
SKU00183,1,0,84.0,73.0,0.0
SKU00184,1,0,96.0,33.0,0.0
SKU00185,2,0,199.0,87.5,0.0
SKU00186,20,0,219.5,49.7,0.0
SKU00188,1,0,101.0,52.0,0.0
SKU00189,2,0,51.5,43.0,0.0
SKU00191,2,0,36.5,54.0,0.0
SKU00192,2,0,103.5,65.0,0.0
SKU00193,1,0,79.0,73.0,0.0
SKU00194,1,0,20.0,40.0,0.0
SKU00195,6,0,99.16666666666667,57.333333333333336,0.0
SKU00196,1,0,148.0,100.0,0.0
SKU00197,3,0,57.0,26.333333333333332,0.0
SKU00198,4,0,134.25,67.75,0.0
SKU00199,1,0,62.0,39.0,0.0
SKU00200,5,0,63.4,46.8,0.0
SKU00201,3,0,125.33333333333333,60.0,0.0
SKU00202,4,0,78.5,43.5,0.0
SKU00203,2,0,46.5,40.5,0.0
SKU00204,1,0,20.0,31.0,0.0
SKU00205,1,0,45.0,59.0,0.0
SKU00206,1,0,185.0,63.0,0.0
SKU00209,1,0,89.0,96.0,0.0
SKU00210,2,0,84.5,74.5,0.0
SKU00212,1,0,61.0,46.0,0.0
SKU00213,2,0,50.0,33.5,0.0
SKU00214,2,0,58.0,73.0,0.0
SKU00215,3,0,117.33333333333333,70.66666666666667,0.0
SKU00216,3,0,124.66666666666667,68.0,0.0
SKU00218,5,0,90.0,56.8,0.0
SKU00219,2,0,131.0,46.0,0.0
SKU00220,3,0,104.33333333333333,52.333333333333336,0.0
SKU00221,4,0,76.0,74.25,0.0
SKU00222,1,0,25.0,35.0,0.0
SKU00223,3,0,95.33333333333333,43.0,0.0
SKU00224,3,0,184.66666666666666,88.66666666666667,0.0
SKU00225,4,0,76.25,59.75,0.0
SKU00226,4,0,91.25,68.75,0.0
SKU00227,3,0,124.66666666666667,79.0,0.0
SKU00228,3,0,165.0,60.0,0.0
SKU00229,1,0,51.0,21.0,0.0
SKU00230,3,0,54.333333333333336,42.666666666666664,0.0
SKU00231,3,0,31.333333333333332,28.666666666666668,0.0
SKU00232,2,0,130.0,79.5,0.0
SKU00233,3,0,41.0,66.66666666666667,0.0
SKU00234,2,0,35.0,30.5,0.0
SKU00235,2,0,80.5,62.0,0.0
SKU00236,2,0,113.0,57.5,0.0
SKU00237,30,0,292.93333333333334,63.5,0.0
SKU00238,2,0,48.0,49.5,0.0
SKU00239,5,0,105.0,44.0,0.0
SKU00240,30,0,271.9,63.0,0.0
SKU00241,1,0,141.0,67.0,0.0
SKU00242,7,0,80.42857142857143,66.57142857142857,0.0
SKU00243,1,0,53.0,28.0,0.0
SKU00244,4,0,76.5,61.0,0.0
SKU00246,3,0,42.666666666666664,26.333333333333332,0.0
SKU00247,4,0,120.5,67.75,0.0
SKU00248,3,0,136.33333333333334,54.0,0.0
SKU00249,3,0,116.0,63.666666666666664,0.0
SKU00251,29,0,292.13793103448273,62.206896551724135,0.0
SKU00252,4,0,90.75,59.75,0.0
SKU00253,2,0,43.5,64.5,0.0
SKU00255,2,0,46.0,69.5,0.0
SKU00256,1,0,114.0,70.0,0.0
SKU00259,3,0,180.66666666666666,73.33333333333333,0.0
SKU00260,2,0,43.5,42.5,0.0
SKU00262,30,0,264.0,59.5,0.0
SKU00265,3,0,117.33333333333333,50.0,0.0
SKU00266,4,0,36.75,49.0,0.0
SKU00268,1,0,101.0,68.0,0.0
SKU00269,1,0,158.0,72.0,0.0
SKU00270,1,0,178.0,60.0,0.0
SKU00273,3,0,68.0,60.0,0.0
SKU00274,2,0,39.5,21.0,0.0
SKU00275,3,0,19.333333333333332,47.333333333333336,0.0
SKU00276,4,0,53.75,55.25,0.0
SKU00277,3,0,30.0,52.0,0.0
SKU00278,2,0,42.5,26.0,0.0
SKU00279,1,0,76.0,59.0,0.0
SKU00280,3,0,83.0,44.333333333333336,0.0
SKU00283,4,0,130.25,76.75,0.0
SKU00287,2,0,95.5,34.0,0.0
SKU00288,2,0,189.5,76.0,0.0
SKU00289,4,0,73.0,74.25,0.0
SKU00292,2,0,131.5,68.0,0.0
SKU00293,3,0,52.0,59.333333333333336,0.0
SKU00294,5,0,50.6,40.6,0.0
SKU00295,4,0,62.5,67.25,0.0
SKU00296,2,0,243.5,87.0,0.0
SKU00299,2,0,57.5,28.5,0.0
SKU00301,2,0,116.5,56.5,0.0
SKU00302,3,0,110.33333333333333,78.0,0.0
SKU00303,2,0,57.5,26.5,0.0
SKU00304,1,0,31.0,21.0,0.0
SKU00305,24,0,270.375,62.458333333333336,0.0
SKU00306,3,0,67.0,72.33333333333333,0.0
SKU00307,2,0,131.0,65.5,0.0
SKU00308,4,0,82.0,57.75,0.0
SKU00309,2,0,109.5,62.0,0.0
SKU00310,2,0,111.5,62.5,0.0
SKU00311,1,0,87.0,53.0,0.0
SKU00312,2,0,128.5,91.5,0.0
SKU00313,4,0,87.5,71.0,0.0
SKU00314,1,0,25.0,60.0,0.0
SKU00315,2,0,149.5,59.5,0.0
SKU00316,3,0,92.0,68.33333333333333,0.0
SKU00317,30,0,221.4,50.5,0.0
SKU00318,4,0,83.25,47.0,0.0
SKU00319,5,0,116.6,66.0,0.0
SKU00320,1,0,53.0,98.0,0.0
SKU00321,1,0,110.0,54.0,0.0
SKU00322,1,0,95.0,73.0,0.0
SKU00323,2,0,128.0,96.5,0.0
SKU00324,3,0,139.66666666666666,70.66666666666667,0.0
SKU00325,2,0,46.0,34.5,0.0
SKU00326,1,0,162.0,75.0,0.0
SKU00327,4,0,96.25,50.5,0.0
SKU00330,15,0,306.3333333333333,65.53333333333333,0.0
SKU00331,30,0,245.0,53.266666666666666,0.0
SKU00332,2,0,52.5,31.0,0.0
SKU00333,5,0,114.8,65.8,0.0
SKU00334,3,0,72.33333333333333,51.666666666666664,0.0
SKU00335,2,0,143.5,91.5,0.0
SKU00336,2,0,159.0,69.5,0.0
SKU00337,3,0,88.33333333333333,59.333333333333336,0.0
SKU00338,3,0,38.666666666666664,67.33333333333333,0.0
SKU00339,3,0,103.66666666666667,58.666666666666664,0.0
SKU00340,3,0,55.666666666666664,39.333333333333336,0.0
SKU00342,30,0,228.8,52.2,0.0
SKU00343,2,0,150.0,69.0,0.0
SKU00344,3,0,145.0,57.333333333333336,0.0
SKU00346,2,0,37.0,76.5,0.0
SKU00347,4,0,58.5,59.0,0.0
