sku_id,avg_stock,avg_reorder,avg_safety,stockout_count,critical_count,sku_name,category,brand
SKU00531,2.9130434782608696,64.43478260869566,24.695652173913043,22,22,FamilyChoice Mobile Accessories Large,Electronics & Accessories,FamilyChoice
SKU00692,0.0,57.31818181818182,18.727272727272727,22,22,SoftTouch OTC Medicine Pack of 6,Health & Wellness,SoftTouch
SKU00728,0.0,54.5,18.0,22,22,NatureBlend Mobile Accessories 1kg,Electronics & Accessories,NatureBlend
SKU00823,0.0,60.0,22.09090909090909,22,22,HealthFirst Surface Cleaners Medium,Home Care,HealthFirst
SKU00830,0.0,59.22727272727273,20.681818181818183,22,22,TrueTaste Ice Cream Medium,Frozen Foods,TrueTaste
SKU00953,0.0,50.31818181818182,17.045454545454547,22,22,CityFresh Writing Instruments 250ml,Stationery & Office,CityFresh
SKU00976,10.173913043478262,57.69565217391305,20.52173913043478,22,22,GreenValley Cookware 2L,Home & Kitchen,GreenValley
SKU01030,0.0,57.13636363636363,21.636363636363637,22,22,NutriPlus Sugar & Salt 250g,Grocery,NutriPlus
SKU01371,0.0,55.90909090909091,18.545454545454547,22,22,PureLife Cookware 1L,Home & Kitchen,PureLife
SKU01547,6.956521739130435,60.73913043478261,20.869565217391305,22,22,SparkleClean Pest Control 500g,Home Care,SparkleClean
SKU02503,0.0,47.72727272727273,16.818181818181817,22,22,PremiumSelect Notebooks 100g,Stationery & Office,PremiumSelect
SKU02543,0.0,55.68181818181818,20.90909090909091,22,22,CityFresh Storage & Containers Pack of 12,Home & Kitchen,CityFresh
SKU02640,0.0,55.90909090909091,21.045454545454547,22,22,NutriPlus Home Decor 250ml,Home & Kitchen,NutriPlus
SKU02648,5.0,65.65217391304348,22.08695652173913,22,22,ValueChoice Frozen Vegetables 2kg,Frozen Foods,ValueChoice
SKU02747,4.391304347826087,55.608695652173914,19.82608695652174,22,22,NovaFresh OTC Medicine 250ml,Health & Wellness,NovaFresh
SKU02930,0.0,48.81818181818182,17.863636363636363,22,22,TrueTaste Pest Control 100g,Home Care,TrueTaste
SKU03292,0.0,61.18181818181818,22.40909090909091,22,22,SoftTouch Pulses & Lentils Family Pack,Grocery,SoftTouch
SKU03425,0.0,55.81818181818182,18.90909090909091,22,22,QuickBite Office Supplies 250g,Stationery & Office,QuickBite
SKU03546,0.0,59.31818181818182,22.681818181818183,22,22,PrimeCare OTC Medicine Medium,Health & Wellness,PrimeCare
SKU03633,0.0,59.22727272727273,19.818181818181817,22,22,SunriseFoods Soft Drinks 500ml,Beverages,SunriseFoods
SKU03812,0.6521739130434783,59.08695652173913,20.52173913043478,22,22,CityFresh Storage & Containers Family Pack,Home & Kitchen,CityFresh
SKU03840,2.9565217391304346,67.91304347826087,23.652173913043477,22,22,HealthFirst Dishwashing 250g,Home Care,HealthFirst
SKU04046,2.0434782608695654,62.34782608695652,21.043478260869566,22,22,CleanWave Laundry 250ml,Home Care,CleanWave
SKU04166,0.0,58.09090909090909,19.545454545454547,22,22,NatureBlend Milk 100g,Dairy & Bakery,NatureBlend
SKU04346,0.0,66.63636363636364,22.59090909090909,22,22,HomeStyle First Aid Large,Health & Wellness,HomeStyle
SKU04571,9.333333333333334,64.08333333333333,20.708333333333332,22,22,EliteHome Ready Meals 250g,Frozen Foods,EliteHome
SKU02826,0.5454545454545454,60.36363636363637,18.045454545454547,21,22,QuickBite Surface Cleaners Family Pack,Home Care,QuickBite
SKU03063,0.18181818181818182,53.09090909090909,19.636363636363637,21,22,NutriPlus Men's Grooming 250ml,Personal Care,NutriPlus
SKU00285,0.0,63.904761904761905,23.38095238095238,21,21,NutriPlus Surface Cleaners 1kg,Home Care,NutriPlus
SKU00291,0.0,61.904761904761905,22.0,21,21,SunriseFoods Writing Instruments 500ml,Stationery & Office,SunriseFoods
SKU00774,0.0,62.904761904761905,22.476190476190474,21,21,GreenValley Energy Drinks 1kg,Beverages,GreenValley
SKU00920,0.0,60.0,22.095238095238095,21,21,PremiumSelect Sugar & Salt 100g,Grocery,PremiumSelect
SKU01037,0.0,62.285714285714285,21.142857142857142,21,21,EliteHome Bottled Water Large,Beverages,EliteHome
SKU01775,1.7272727272727273,60.54545454545455,22.09090909090909,21,21,CityFresh Hair Care 2L,Personal Care,CityFresh
SKU02340,0.0,65.28571428571429,21.476190476190474,21,21,HomeStyle Skin Care 2L,Personal Care,HomeStyle
SKU02840,3.227272727272727,48.22727272727273,14.409090909090908,21,21,PremiumSelect Dishwashing 500ml,Home Care,PremiumSelect
SKU03535,12.136363636363637,44.04545454545455,15.409090909090908,21,21,DailyBest Office Supplies 2L,Stationery & Office,DailyBest
SKU04032,5.434782608695652,58.21739130434783,20.17391304347826,21,21,SunriseFoods Hair Care Pack of 12,Personal Care,SunriseFoods
SKU04273,0.0,65.19047619047619,23.095238095238095,21,21,CityFresh Women's Wear 1L,Apparel & Footwear,CityFresh
SKU04280,14.565217391304348,55.391304347826086,17.869565217391305,21,21,BasicNeeds Writing Instruments 100g,Stationery & Office,BasicNeeds
SKU04489,0.0,58.285714285714285,20.61904761904762,21,21,PureLife OTC Medicine 250g,Health & Wellness,PureLife
SKU04663,0.0,66.57142857142857,21.095238095238095,21,21,NovaFresh Frozen Meat 100g,Frozen Foods,NovaFresh
SKU04913,6.363636363636363,59.68181818181818,20.363636363636363,21,21,TrueTaste OTC Medicine 2kg,Health & Wellness,TrueTaste
SKU04926,0.0,60.42857142857143,20.80952380952381,21,21,BasicNeeds Skin Care Pack of 6,Personal Care,BasicNeeds
SKU02079,0.047619047619047616,58.76190476190476,21.761904761904763,20,21,ValueChoice Yogurt Pack of 6,Dairy & Bakery,ValueChoice
SKU03088,1.5238095238095237,66.76190476190476,26.571428571428573,20,21,GoldenHarvest Notebooks Pack of 6,Stationery & Office,GoldenHarvest
SKU00445,0.0,57.3,22.4,20,20,QuickBite Yogurt Large,Dairy & Bakery,QuickBite
SKU00832,0.0,53.7,20.55,20,20,ZestyCo Small Appliances 2L,Electronics & Accessories,ZestyCo
SKU00845,5.818181818181818,52.63636363636363,18.09090909090909,20,20,ZestyCo Frozen Vegetables 1L,Frozen Foods,ZestyCo
SKU00942,0.0,64.65,22.4,20,20,FreshFarm Pest Control 1kg,Home Care,FreshFarm
SKU00994,0.0,63.35,20.65,20,20,NovaFresh Home Decor 2L,Home & Kitchen,NovaFresh
SKU01009,0.0,62.8,20.95,20,20,SparkleClean Bath & Body Pack of 6,Personal Care,SparkleClean
SKU01045,0.0,62.8,21.4,20,20,PurePlus Frozen Meat Medium,Frozen Foods,PurePlus
SKU01420,0.0,64.55,23.55,20,20,GoldenHarvest Notebooks 250g,Stationery & Office,GoldenHarvest
SKU02155,0.0,52.5,18.65,20,20,HomeStyle Home Decor Medium,Home & Kitchen,HomeStyle
SKU02482,0.0,59.4,20.85,20,20,MetroBrand Batteries 2kg,Electronics & Accessories,MetroBrand
SKU02538,3.4761904761904763,67.85714285714286,22.428571428571427,20,20,EverydayPlus Ice Cream 2L,Frozen Foods,EverydayPlus
SKU02657,8.285714285714286,53.04761904761905,19.523809523809526,20,20,DailyBest Cheese Pack of 12,Dairy & Bakery,DailyBest
SKU02692,0.0,60.25,20.6,20,20,CleanWave Mobile Accessories 500ml,Electronics & Accessories,CleanWave
SKU02740,0.0,56.0,20.8,20,20,CrispKing Chips & Crisps Small,Snacks & Confectionery,CrispKing
SKU02776,1.0,53.19047619047619,19.285714285714285,20,20,SparkleClean Namkeen Pack of 12,Snacks & Confectionery,SparkleClean
SKU03259,4.904761904761905,59.38095238095238,18.80952380952381,20,20,CleanWave Vitamins & Supplements 100g,Health & Wellness,CleanWave
SKU03693,8.238095238095237,65.47619047619048,20.857142857142858,20,20,UrbanBite Ice Cream 1L,Frozen Foods,UrbanBite
SKU03851,0.0,67.65,23.75,20,20,SoftTouch Butter & Ghee 500ml,Dairy & Bakery,SoftTouch
SKU04041,0.0,62.2,23.7,20,20,PurePlus Laundry 1kg,Home Care,PurePlus
SKU04154,14.217391304347826,63.95652173913044,22.608695652173914,20,20,TrueTaste Spices & Seasoning Medium,Grocery,TrueTaste
SKU04191,0.0,71.85,23.95,20,20,HomeStyle Spices & Seasoning 2L,Grocery,HomeStyle
SKU04305,0.0,52.5,18.15,20,20,GoldenHarvest Vitamins & Supplements 2kg,Health & Wellness,GoldenHarvest
SKU04381,0.0,64.3,22.95,20,20,UrbanBite Spices & Seasoning 100g,Grocery,UrbanBite
SKU04508,0.0,57.7,19.05,20,20,FreshFarm Ready Meals 500ml,Frozen Foods,FreshFarm
SKU04574,0.0,55.75,17.6,20,20,HealthFirst Sugar & Salt 1L,Grocery,HealthFirst
SKU04633,0.0,55.6,16.95,20,20,CrispKing Men's Grooming Small,Personal Care,CrispKing
SKU04710,20.625,57.041666666666664,20.916666666666668,20,20,SmartBuy Women's Wear 1L,Apparel & Footwear,SmartBuy
SKU04756,0.0,53.85,18.4,20,20,PrimeCare Vitamins & Supplements Medium,Health & Wellness,PrimeCare
SKU04847,9.476190476190476,63.42857142857143,23.476190476190474,20,20,ValueChoice Small Appliances 500g,Electronics & Accessories,ValueChoice
SKU00328,3.4285714285714284,70.95238095238095,26.0,19,20,EverydayPlus Spices & Seasoning 250g,Grocery,EverydayPlus
SKU02368,0.05,61.55,19.2,19,20,SunriseFoods Ready Meals 250ml,Frozen Foods,SunriseFoods
SKU00062,11.4,61.05,21.35,19,19,EverydayPlus Mobile Accessories Family Pack,Electronics & Accessories,EverydayPlus
SKU00369,0.0,67.21052631578948,21.42105263157895,19,19,MetroBrand Surface Cleaners 500ml,Home Care,MetroBrand
SKU00538,5.2,54.95,17.95,19,19,EliteHome Vitamins & Supplements 2L,Health & Wellness,EliteHome
SKU00628,2.1,52.95,17.2,19,19,EverydayPlus Soft Drinks Pack of 12,Beverages,EverydayPlus
SKU01048,3.5,62.55,23.5,19,19,EliteHome Notebooks 500ml,Stationery & Office,EliteHome
SKU01189,0.0,51.1578947368421,18.42105263157895,19,19,PureLife Footwear 500g,Apparel & Footwear,PureLife
SKU01485,0.0,54.89473684210526,19.894736842105264,19,19,PrimeCare Men's Grooming 250g,Personal Care,PrimeCare
SKU01662,0.0,61.78947368421053,19.473684210526315,19,19,FamilyChoice OTC Medicine Medium,Health & Wellness,FamilyChoice
SKU01784,0.0,49.63157894736842,17.263157894736842,19,19,HealthFirst Writing Instruments 250ml,Stationery & Office,HealthFirst
SKU02141,10.4,57.15,20.75,19,19,PureLife Bath & Body Family Pack,Personal Care,PureLife
SKU02532,7.2,66.35,23.7,19,19,FamilyChoice Coffee 500g,Beverages,FamilyChoice
SKU02614,0.0,54.89473684210526,19.473684210526315,19,19,FamilyChoice Sugar & Salt Family Pack,Grocery,FamilyChoice
SKU02683,3.35,67.2,23.9,19,19,DailyBest Butter & Ghee Pack of 12,Dairy & Bakery,DailyBest
SKU03053,0.0,51.26315789473684,17.526315789473685,19,19,PremiumSelect Kids Wear Family Pack,Apparel & Footwear,PremiumSelect
SKU03323,7.190476190476191,58.142857142857146,17.80952380952381,19,19,UrbanBite Batteries 250ml,Electronics & Accessories,UrbanBite
SKU03727,5.1,59.4,21.15,19,19,QuickBite Mobile Accessories 2kg,Electronics & Accessories,QuickBite
SKU04035,0.0,61.31578947368421,18.94736842105263,19,19,ValueChoice Sugar & Salt 250g,Grocery,ValueChoice
SKU04140,5.4,62.3,21.55,19,19,PremiumSelect Cheese Medium,Dairy & Bakery,PremiumSelect
SKU04245,4.714285714285714,59.38095238095238,21.571428571428573,19,19,PrimeCare Frozen Vegetables 1kg,Frozen Foods,PrimeCare
SKU04596,0.0,63.73684210526316,22.36842105263158,19,19,ValueChoice Eggs Pack of 6,Dairy & Bakery,ValueChoice
SKU00177,2.8421052631578947,60.10526315789474,22.05263157894737,18,18,FamilyChoice Chocolates Pack of 12,Snacks & Confectionery,FamilyChoice
SKU00263,5.7894736842105265,56.26315789473684,20.36842105263158,18,18,CityFresh Bread 500g,Dairy & Bakery,CityFresh
SKU01677,9.45,69.9,24.9,18,18,ValueChoice Tea Pack of 6,Beverages,ValueChoice
SKU01988,2.3157894736842106,56.68421052631579,20.210526315789473,18,18,FreshFarm Sugar & Salt Pack of 12,Grocery,FreshFarm
SKU02068,2.789473684210526,55.1578947368421,20.94736842105263,18,18,SoftTouch Notebooks 1kg,Stationery & Office,SoftTouch
SKU02088,2.263157894736842,67.78947368421052,24.210526315789473,18,18,PremiumSelect Cheese 500g,Dairy & Bakery,PremiumSelect
SKU02898,2.55,50.85,19.65,18,18,CrispKing Footwear 1L,Apparel & Footwear,CrispKing
SKU02950,0.0,64.11111111111111,20.055555555555557,18,18,FreshFarm Eggs 250ml,Dairy & Bakery,FreshFarm
SKU02983,0.0,67.94444444444444,20.944444444444443,18,18,SparkleClean Kids Wear 2kg,Apparel & Footwear,SparkleClean
SKU04321,13.68421052631579,54.0,16.894736842105264,18,18,EliteHome Hair Care Pack of 6,Personal Care,EliteHome
SKU04824,0.0,70.0,24.833333333333332,18,18,GoldenHarvest Kids Wear Medium,Apparel & Footwear,GoldenHarvest
SKU04646,0.3333333333333333,56.05555555555556,19.38888888888889,17,18,ZestyCo Chocolates Small,Snacks & Confectionery,ZestyCo
SKU00079,7.666666666666667,63.44444444444444,21.0,17,17,DailyBest Frozen Vegetables 2kg,Frozen Foods,DailyBest
SKU00286,8.944444444444445,64.77777777777777,26.27777777777778,17,17,PurePlus Energy Drinks Medium,Beverages,PurePlus
SKU01438,0.0,60.76470588235294,19.823529411764707,17,17,GreenValley Cooking Oil 100g,Grocery,GreenValley
SKU02401,0.0,59.35294117647059,22.235294117647058,17,17,SoftTouch First Aid 100g,Health & Wellness,SoftTouch
SKU02858,11.105263157894736,63.68421052631579,23.105263157894736,17,17,FamilyChoice Dishwashing 100g,Home Care,FamilyChoice
SKU03800,0.0,63.0,21.0,17,17,ValueChoice Chocolates 250ml,Snacks & Confectionery,ValueChoice
SKU04318,2.111111111111111,55.166666666666664,20.22222222222222,17,17,SoftTouch Notebooks 500g,Stationery & Office,SoftTouch
SKU04348,0.8888888888888888,59.72222222222222,21.666666666666668,17,17,HealthFirst Men's Grooming Medium,Personal Care,HealthFirst
SKU04626,11.736842105263158,62.578947368421055,22.894736842105264,17,17,GreenValley Spices & Seasoning Small,Grocery,GreenValley
SKU04627,0.0,58.05882352941177,20.647058823529413,17,17,SunriseFoods Men's Grooming Small,Personal Care,SunriseFoods
SKU00050,2.6666666666666665,59.22222222222222,20.555555555555557,16,17,PremiumSelect Office Supplies 2L,Stationery & Office,PremiumSelect
SKU00893,5.631578947368421,51.78947368421053,19.894736842105264,16,16,FreshFarm Hair Care 2L,Personal Care,FreshFarm
SKU00974,0.0,51.4375,17.375,16,16,CleanWave Chocolates 1kg,Snacks & Confectionery,CleanWave
SKU01993,0.0,52.9375,18.625,16,16,DailyBest Office Supplies Pack of 12,Stationery & Office,DailyBest
SKU02333,0.0,66.125,21.875,16,16,NovaFresh Chocolates Pack of 12,Snacks & Confectionery,NovaFresh
SKU02923,8.11111111111111,70.22222222222223,24.11111111111111,16,16,EverydayPlus Namkeen 2L,Snacks & Confectionery,EverydayPlus
SKU03876,4.0588235294117645,55.64705882352941,17.647058823529413,16,16,NovaFresh Energy Drinks 1kg,Beverages,NovaFresh
SKU04105,4.0,67.38888888888889,25.88888888888889,16,16,BasicNeeds Men's Grooming 100g,Personal Care,BasicNeeds
SKU03622,5.0625,61.4375,22.9375,15,15,NatureBlend Yogurt 1L,Dairy & Bakery,NatureBlend
SKU03702,1.0,58.625,20.75,15,15,HomeStyle Cooking Oil Small,Grocery,HomeStyle
SKU04012,0.0,68.6,21.733333333333334,15,15,BasicNeeds Bath & Body Pack of 12,Personal Care,BasicNeeds
SKU04476,0.0,60.2,21.2,15,15,PrimeCare Oral Care Pack of 6,Personal Care,PrimeCare
SKU01164,19.0,64.11764705882354,21.294117647058822,14,15,SmartBuy Cookware Large,Home & Kitchen,SmartBuy
SKU01363,1.2666666666666666,68.4,23.733333333333334,14,14,CrispKing Mobile Accessories 2L,Electronics & Accessories,CrispKing
SKU02031,25.333333333333332,41.333333333333336,13.333333333333334,2,2,PureLife Batteries 100g,Electronics & Accessories,PureLife
SKU01613,20.75,40.25,14.5,1,3,CrispKing Rice & Grains 250g,Grocery,CrispKing
SKU02486,5.0,57.333333333333336,26.333333333333332,1,3,SparkleClean Pulses & Lentils Small,Grocery,SparkleClean
SKU00298,64.66666666666667,55.0,18.333333333333332,1,2,GreenValley Writing Instruments 250ml,Stationery & Office,GreenValley
SKU00835,66.6,63.2,21.4,1,2,FamilyChoice Vitamins & Supplements 2kg,Health & Wellness,FamilyChoice
SKU00861,12.0,62.5,26.5,1,2,MetroBrand Butter & Ghee 100g,Dairy & Bakery,MetroBrand
SKU00884,31.0,47.75,16.75,1,2,HomeStyle Yogurt Small,Dairy & Bakery,HomeStyle
SKU00892,35.25,45.75,16.0,1,2,EverydayPlus Storage & Containers 500g,Home & Kitchen,EverydayPlus
SKU00922,3.5,46.5,13.0,1,2,TrueTaste Namkeen Medium,Snacks & Confectionery,TrueTaste
SKU01010,16.75,50.25,12.25,1,2,TrueTaste Hair Care Family Pack,Personal Care,TrueTaste
SKU01216,62.5,53.75,18.75,1,2,HomeStyle Cooking Oil 1L,Grocery,HomeStyle
SKU01258,36.25,57.75,22.0,1,2,TrueTaste Storage & Containers 2L,Home & Kitchen,TrueTaste
SKU02122,44.0,45.333333333333336,19.666666666666668,1,2,GoldenHarvest Milk 1L,Dairy & Bakery,GoldenHarvest
SKU02245,57.2,65.2,17.0,1,2,NutriPlus Surface Cleaners 500ml,Home Care,NutriPlus
SKU02506,12.0,45.5,20.0,1,2,EliteHome Frozen Meat Family Pack,Frozen Foods,EliteHome
SKU03029,134.0,72.2,25.0,1,2,ZestyCo Namkeen Small,Snacks & Confectionery,ZestyCo
SKU03222,104.4,70.0,28.2,1,2,CleanWave Candy Family Pack,Snacks & Confectionery,CleanWave
SKU03992,113.5,73.5,27.5,1,2,QuickBite Cookware 250g,Home & Kitchen,QuickBite
SKU04309,5.5,77.0,24.5,1,2,HealthFirst Coffee Small,Beverages,HealthFirst
SKU04778,33.666666666666664,47.666666666666664,17.0,1,2,SmartBuy Vitamins & Supplements Family Pack,Health & Wellness,SmartBuy
SKU04871,0.5,46.5,14.5,1,2,GreenValley Cookware 500ml,Home & Kitchen,GreenValley
SKU00076,51.0,46.0,14.0,1,1,TrueTaste Butter & Ghee Pack of 12,Dairy & Bakery,TrueTaste
SKU00245,26.333333333333332,57.0,16.0,1,1,FreshFarm Batteries Pack of 12,Electronics & Accessories,FreshFarm
SKU00267,105.6,73.8,25.0,1,1,UrbanBite Writing Instruments 2L,Stationery & Office,UrbanBite
SKU00272,23.0,29.5,11.5,1,1,EverydayPlus Small Appliances 500ml,Electronics & Accessories,EverydayPlus
SKU00397,118.33333333333333,53.333333333333336,20.0,1,1,PremiumSelect Laundry Pack of 12,Home Care,PremiumSelect
SKU00408,82.0,49.0,13.333333333333334,1,1,HomeStyle Cookware 1kg,Home & Kitchen,HomeStyle
SKU00481,0.0,37.0,11.0,1,1,UrbanBite Batteries 2L,Electronics & Accessories,UrbanBite
SKU00657,0.0,29.0,14.0,1,1,TrueTaste Frozen Meat 250ml,Frozen Foods,TrueTaste
SKU00668,48.0,34.666666666666664,11.0,1,1,CrispKing Energy Drinks 1L,Beverages,CrispKing
SKU00694,0.0,28.0,10.0,1,1,SunriseFoods Rice & Grains 250ml,Grocery,SunriseFoods
SKU00742,68.875,47.125,13.875,1,1,FreshFarm Batteries 1kg,Electronics & Accessories,FreshFarm
SKU00768,89.0,53.666666666666664,19.666666666666668,1,1,HomeStyle Men's Wear 250g,Apparel & Footwear,HomeStyle
SKU00867,24.5,40.5,15.0,1,1,FamilyChoice Hair Care 500ml,Personal Care,FamilyChoice
