sku_id,forecast_rows,actual_demand,predicted_demand,absolute_error,MAE,RMSE,sMAPE_percent,WAPE_percent
SKU00658,1,33.0,33.948269841269834,0.948269841269834,0.948269841269834,0.948269841269834,2.8328434581449904,2.8735449735449516
SKU01831,1,43.0,42.06498412698411,0.9350158730158924,0.9350158730158924,0.9350158730158924,2.198356662525465,2.17445551864161
SKU03354,1,26.0,25.079571428571423,0.9204285714285767,0.9204285714285767,0.9204285714285767,3.6039009164972504,3.5401098901099104
SKU01230,1,25.0,25.89331904761906,0.8933190476190589,0.8933190476190589,0.8933190476190589,3.510555272621195,3.5732761904762356
SKU02383,1,24.0,24.89171587301588,0.8917158730158796,0.8917158730158796,0.8917158730158796,3.6477176433401954,3.7154828042328316
SKU01830,1,20.0,20.8866,0.8866000000000014,0.8866000000000014,0.8866000000000014,4.336873205402266,4.433000000000007
SKU02371,1,40.0,39.11946666666667,0.8805333333333323,0.8805333333333323,0.8805333333333323,2.2258323278215535,2.2013333333333307
SKU02391,1,7.0,7.879753968253968,0.8797539682539677,0.8797539682539677,0.8797539682539677,11.824845627567864,12.567913832199539
SKU03575,1,17.0,17.86477619047619,0.8647761904761886,0.8647761904761886,0.8647761904761886,4.9607442523174115,5.086918767506992
SKU04030,1,34.0,34.84442857142858,0.8444285714285797,0.8444285714285797,0.8444285714285797,2.4531500629784575,2.4836134453781757
SKU03419,1,17.0,17.823473015873017,0.8234730158730166,0.8234730158730166,0.8234730158730166,4.729413493580415,4.843958916900098
SKU04999,1,17.0,17.821466666666666,0.8214666666666659,0.8214666666666659,0.8214666666666659,4.718162359617243,4.8321568627450935
SKU00830,2,53.0,54.63268686868686,1.6326868686868625,0.8163434343434313,1.034445688452968,2.46940830015328,3.0805412616733254
SKU02938,1,28.0,28.81266507936508,0.8126650793650789,0.8126650793650789,0.8126650793650789,2.8608588533201798,2.9023752834467103
SKU01313,2,42.0,43.62077619047619,1.620776190476196,0.810388095238098,0.970873196314533,3.341012066578225,3.858990929705228
SKU04008,1,18.0,18.806914285714296,0.8069142857142957,0.8069142857142957,0.8069142857142957,4.384579915885422,4.482857142857198
SKU00123,1,30.0,30.806542857142865,0.8065428571428654,0.8065428571428654,0.8065428571428654,2.6528160268467618,2.688476190476218
SKU04250,2,45.0,46.57785714285714,1.5778571428571375,0.7889285714285688,0.8104477823066691,3.4060471199488607,3.506349206349195
SKU03047,1,37.0,37.771890476190464,0.7718904761904639,0.7718904761904639,0.7718904761904639,2.064654166892453,2.086190476190443
SKU00944,2,16.0,17.52680158730159,1.5268015873015903,0.7634007936507952,0.7639139673681774,11.610892039182682,9.54250992063494
SKU03544,1,27.0,26.24261428571427,0.7573857142857285,0.7573857142857285,0.7573857142857285,2.845035783635236,2.805132275132328
SKU03744,1,34.0,33.24323968253969,0.7567603174603121,0.7567603174603121,0.7567603174603121,2.250814568224355,2.225765639589153
SKU04189,1,27.0,27.742333333333328,0.7423333333333275,0.7423333333333275,0.7423333333333275,2.7120997156374806,2.7493827160493614
SKU03490,1,4.0,4.7383285714285694,0.7383285714285694,0.7383285714285694,0.7383285714285694,16.89862232561633,18.458214285714234
SKU01254,1,31.0,30.270228571428564,0.7297714285714356,0.7297714285714356,0.7297714285714356,2.3821403823250678,2.354101382488502
SKU03856,1,24.0,24.711299999999994,0.7112999999999943,0.7112999999999943,0.7112999999999943,2.9204722518183432,2.963749999999976
SKU03981,1,7.0,6.295228571428571,0.704771428571429,0.704771428571429,0.704771428571429,10.601870058646181,10.06816326530613
SKU03837,1,42.0,41.30586190476191,0.6941380952380882,0.6941380952380882,0.6941380952380882,1.6664807958692043,1.6527097505668766
SKU03207,1,10.0,9.309563492063493,0.6904365079365071,0.6904365079365071,0.6904365079365071,7.151238900043354,6.904365079365071
SKU00641,1,26.0,25.310580952380956,0.6894190476190438,0.6894190476190438,0.6894190476190438,2.687239297714686,2.651611721611707
SKU04193,1,24.0,23.311676190476188,0.688323809523812,0.688323809523812,0.688323809523812,2.909741801379555,2.8680158730158833
SKU04287,1,22.0,21.312161904761897,0.6878380952381029,0.6878380952381029,0.6878380952381029,3.176189157911693,3.1265367965368314
SKU00682,1,27.0,26.318622222222213,0.6813777777777865,0.6813777777777865,0.6813777777777865,2.555871661266599,2.523621399176987
SKU03569,1,28.0,27.32828571428571,0.671714285714291,0.671714285714291,0.671714285714291,2.428104457033105,2.3989795918367536
SKU00397,1,37.0,36.32970952380952,0.6702904761904804,0.6702904761904804,0.6702904761904804,1.8281552744262348,1.811595881595893
SKU00325,1,1.0,1.6676666666666669,0.6676666666666669,0.6676666666666669,0.6676666666666669,50.056228914157195,66.76666666666668
SKU02589,1,24.0,23.338,0.661999999999999,0.661999999999999,0.661999999999999,2.7969073471629518,2.7583333333333293
SKU00178,2,50.0,48.686261904761906,1.3137380952380973,0.6568690476190486,0.8799596686348987,1.9827083661675522,2.627476190476194
SKU04639,1,33.0,32.347041125541125,0.652958874458875,0.652958874458875,0.652958874458875,1.9984343995145748,1.978663255935985
SKU03392,1,30.0,29.349133333333334,0.6508666666666656,0.6508666666666656,0.6508666666666656,2.1933485128117534,2.169555555555552
SKU00769,1,14.0,13.349561904761906,0.6504380952380941,0.6504380952380941,0.6504380952380941,4.756479080016595,4.6459863945578155
SKU03361,1,25.0,24.3564380952381,0.6435619047618992,0.6435619047618992,0.6435619047618992,2.6078134063081424,2.574247619047597
SKU02457,1,14.0,14.64133492063492,0.6413349206349199,0.6413349206349199,0.6413349206349199,4.478387075267669,4.580963718820856
SKU02165,1,32.0,32.63241904761904,0.6324190476190381,0.6324190476190381,0.6324190476190381,1.9569716156008103,1.976309523809494
SKU03869,2,10.0,8.744053968253967,1.2559460317460327,0.6279730158730163,0.8500743252225772,18.123702693580395,12.559460317460326
SKU00631,1,22.0,22.6145,0.6144999999999996,0.6144999999999996,0.6144999999999996,2.7547097916596606,2.793181818181816
SKU03923,1,39.0,38.38778253968256,0.6122174603174386,0.6122174603174386,0.6122174603174386,1.582207010527814,1.5697883597883042
SKU04514,1,9.0,9.609766666666667,0.6097666666666672,0.6097666666666672,0.6097666666666672,6.5531898125178065,6.775185185185191
SKU00086,1,18.0,18.602652380952375,0.6026523809523745,0.6026523809523745,0.6026523809523745,3.292943771834351,3.3480687830687472
SKU02432,1,35.0,34.40513333333334,0.5948666666666611,0.5948666666666611,0.5948666666666611,1.714186366618399,1.6996190476190318
SKU04918,1,2.0,2.5897238095238087,0.5897238095238087,0.5897238095238087,0.5897238095238087,25.697572838701742,29.486190476190433
SKU00172,2,44.0,43.95746219336219,1.1712139971140125,0.5856069985570063,0.5859931083275078,2.6920325164216177,2.6618499934409376
SKU04092,1,28.0,28.582557142857137,0.5825571428571372,0.5825571428571372,0.5825571428571372,2.0591403862724786,2.080561224489776
SKU00387,1,27.0,26.418307936507933,0.581692063492067,0.581692063492067,0.581692063492067,2.177875286440956,2.1544150499706185
SKU00748,1,14.0,14.58112857142857,0.5811285714285699,0.5811285714285699,0.5811285714285699,4.066519416658034,4.150918367346928
SKU00719,3,40.0,39.41789523809525,1.7381936507936426,0.5793978835978809,0.7256415397420443,6.057335398016889,4.345484126984107
SKU01718,1,32.0,31.424271428571416,0.5757285714285842,0.5757285714285842,0.5757285714285842,1.8154834370528679,1.7991517857143258
SKU02301,1,27.0,26.430553968253964,0.5694460317460361,0.5694460317460361,0.5694460317460361,2.131537068039292,2.109059376837171
SKU02679,4,102.0,100.47662857142856,2.2771587301587326,0.5692896825396832,0.9380338191003624,1.496149906573825,2.23250855897915
SKU03951,1,9.0,8.436663492063493,0.5633365079365067,0.5633365079365067,0.5633365079365067,6.46151722997827,6.259294532627852
SKU04647,1,2.0,1.4374285714285715,0.5625714285714285,0.5625714285714285,0.5625714285714285,32.73210871914221,28.128571428571426
SKU04139,1,29.0,29.562238095238087,0.5622380952380865,0.5622380952380865,0.5622380952380865,1.9201386884283176,1.938752052545126
SKU00134,1,17.0,16.441466666666667,0.5585333333333331,0.5585333333333331,0.5585333333333331,3.340363859639328,3.28549019607843
SKU00976,1,19.0,19.557847619047624,0.5578476190476245,0.5578476190476245,0.5578476190476245,2.8935620294948574,2.936040100250655
SKU04536,1,23.0,22.44405238095238,0.5559476190476182,0.5559476190476182,0.5559476190476182,2.4467343466078764,2.417163561076601
SKU00067,1,22.0,21.44749206349206,0.55250793650794,0.55250793650794,0.55250793650794,2.543336382687091,2.511399711399727
SKU01005,1,17.0,17.55034761904762,0.5503476190476206,0.5503476190476206,0.5503476190476206,3.1857718198135507,3.2373389355742392
SKU03044,1,25.0,24.46102380952381,0.5389761904761912,0.5389761904761912,0.5389761904761912,2.1793976305537384,2.1559047619047647
SKU02609,2,44.0,44.805974603174604,1.0693079365079345,0.5346539682539673,0.6695174613184699,1.9987819285487558,2.4302453102453057
SKU00162,1,37.0,37.53370952380952,0.5337095238095202,0.5337095238095202,0.5337095238095202,1.432129239828131,1.4424581724581627
SKU01181,1,8.0,8.528455555555555,0.5284555555555546,0.5284555555555546,0.5284555555555546,6.394494074528698,6.605694444444432
SKU01162,2,23.0,24.01867936507937,1.0553523809523861,0.5276761904761931,0.7333955782557563,2.833570836538673,4.5884886128364615
SKU04865,1,17.0,17.5263,0.5262999999999991,0.5262999999999991,0.5262999999999991,3.0486904186084183,3.095882352941171
SKU03372,1,8.0,7.47784126984127,0.52215873015873,0.52215873015873,0.52215873015873,6.747177736938827,6.526984126984125
SKU01950,1,23.0,23.519990476190475,0.5199904761904754,0.5199904761904754,0.5199904761904754,2.235557105097058,2.260828157349893
SKU01874,1,42.0,41.48572380952382,0.5142761904761812,0.5142761904761812,0.5142761904761812,1.232009898242061,1.224467120181384
SKU01489,1,4.0,4.514076190476192,0.5140761904761924,0.5140761904761924,0.5140761904761924,12.075912382631381,12.851904761904809
SKU02404,1,17.0,17.50564285714286,0.5056428571428597,0.5056428571428597,0.5056428571428597,2.9307835778413205,2.974369747899175
SKU01712,2,28.0,27.018631746031744,1.0067015873015865,0.5033507936507933,0.7029458968818714,2.6275217490333738,3.59536281179138
SKU01894,1,31.0,30.49932222222223,0.5006777777777707,0.5006777777777707,0.5006777777777707,1.628238359989129,1.6150896057347441
SKU01791,6,62.0,59.02195238095236,2.9780476190476435,0.4963412698412739,0.860612339037042,4.935074263141534,4.803302611367167
SKU04214,1,55.0,54.50857619047618,0.49142380952382325,0.49142380952382325,0.49142380952382325,0.8975074402740008,0.8934978354978604
SKU04560,1,9.0,9.490109523809522,0.49010952380952233,0.49010952380952233,0.49010952380952233,5.3013155295636665,5.445661375661359
SKU01149,1,14.0,13.51255238095238,0.4874476190476198,0.4874476190476198,0.4874476190476198,3.543456181732465,3.4817687074829986
SKU03532,1,22.0,22.48363809523809,0.48363809523808854,0.48363809523808854,0.48363809523808854,2.1744538708935375,2.198354978354948
SKU02952,1,23.0,23.48072380952381,0.4807238095238091,0.4807238095238091,0.4807238095238091,2.0684867623567844,2.090103519668735
SKU01600,1,32.0,31.522357142857143,0.4776428571428575,0.4776428571428575,0.4776428571428575,1.5038574720036713,1.4926339285714296
SKU02198,1,12.0,12.4726,0.4725999999999999,0.4725999999999999,0.4725999999999999,3.862278629978016,3.9383333333333326
SKU04769,1,1.0,1.470980952380952,0.47098095238095206,0.47098095238095206,0.47098095238095206,38.120969886646115,47.098095238095205
SKU00404,1,9.0,9.4634,0.46340000000000003,0.46340000000000003,0.46340000000000003,5.019660517564479,5.148888888888889
SKU04761,1,22.0,22.45955238095238,0.45955238095238116,0.45955238095238116,0.45955238095238116,2.067282985733636,2.08887445887446
SKU02110,1,11.0,11.456323809523814,0.45632380952381446,0.45632380952381446,0.45632380952381446,4.064100726320001,4.148398268398314
SKU04586,1,25.0,24.549828571428574,0.45017142857142645,0.45017142857142645,0.45017142857142645,1.8170453523264227,1.8006857142857058
SKU01632,3,50.0,51.13804285714286,1.343776190476195,0.4479253968253983,0.7181030251198793,1.6664669787361381,2.6875523809523894
SKU01186,1,27.0,27.447657142857132,0.4476571428571319,0.4476571428571319,0.4476571428571319,1.6443577790044874,1.6579894179893773
SKU00868,1,21.0,20.55299047619047,0.4470095238095304,0.4470095238095304,0.4470095238095304,2.1515155404550885,2.128616780045383
SKU00497,1,5.0,5.444552380952381,0.4445523809523806,0.4445523809523806,0.4445523809523806,8.512617194837494,8.891047619047612
SKU03256,1,22.0,21.557366666666663,0.44263333333333676,0.44263333333333676,0.44263333333333676,2.03241548884576,2.0119696969697127
SKU00933,1,17.0,16.55824761904762,0.44175238095238,0.44175238095238,0.44175238095238,2.6327499931888094,2.5985434173669413
SKU02278,1,17.0,17.440828571428575,0.44082857142857534,0.44082857142857534,0.44082857142857534,2.5599185020436934,2.593109243697502
SKU03239,1,8.0,8.440204761904763,0.4402047619047629,0.4402047619047629,0.4402047619047629,5.3552223744172,5.502559523809536
SKU02411,2,35.0,35.87921904761904,0.879219047619038,0.439609523809519,0.5571031247533709,2.804251653436883,2.51205442176868
SKU04076,2,35.0,35.8230367965368,0.8791510822510826,0.4395755411255413,0.602141219706143,2.1770168619829144,2.5118602350030934
SKU01667,1,23.0,23.437409523809517,0.43740952380951725,0.43740952380951725,0.43740952380951725,1.8838670300299478,1.901780538302249
SKU00825,1,22.0,22.43516666666667,0.4351666666666709,0.4351666666666709,0.4351666666666709,1.9586588700391396,1.9780303030303223
SKU00371,1,33.0,32.5699523809524,0.43004761904759903,0.43004761904759903,0.43004761904759903,1.3117216146477628,1.3031746031745426
SKU02615,1,17.0,17.42994761904762,0.4299476190476206,0.4299476190476206,0.4299476190476206,2.497521191753201,2.5291036414565915
SKU02157,1,27.0,26.57046666666667,0.42953333333333177,0.42953333333333177,0.42953333333333177,1.6036199049973994,1.5908641975308584
SKU04358,1,20.0,20.4288,0.42879999999999896,0.42879999999999896,0.42879999999999896,2.1212600918157305,2.143999999999995
SKU00193,1,22.0,22.426728571428573,0.4267285714285727,0.4267285714285727,0.4267285714285727,1.921044313413649,1.9396753246753304
SKU04634,1,19.0,19.421666666666663,0.4216666666666633,0.4216666666666633,0.4216666666666633,2.194942089966581,2.2192982456140173
SKU01311,2,43.0,43.83972380952378,0.8397238095237807,0.41986190476189034,0.5862804465015798,1.2637403623895709,1.9528460686599551
SKU02747,1,15.0,14.580533333333332,0.41946666666666843,0.41946666666666843,0.41946666666666843,2.8360994167335396,2.796444444444456
SKU01856,3,44.0,45.12277301587302,1.2490428571428493,0.41634761904761647,0.5148359899153648,3.701010147096894,2.8387337662337484
SKU03955,2,14.0,14.484147619047624,0.8289666666666609,0.41448333333333043,0.4799960029713576,8.454050040591131,5.921190476190434
SKU03332,1,38.0,38.41239365079367,0.41239365079366763,0.41239365079366763,0.41239365079366763,1.0793894317152681,1.08524644945702
SKU03314,1,4.0,3.589190476190476,0.4108095238095242,0.4108095238095242,0.4108095238095242,10.82617507356956,10.270238095238104
SKU04431,1,13.0,12.591539682539686,0.40846031746031386,0.40846031746031386,0.40846031746031386,3.1921511759528376,3.1420024420024144
SKU04314,2,65.0,64.18600634920634,0.8139936507936554,0.4069968253968277,0.48099357707164697,1.138330643811595,1.2522979242979313
SKU02365,2,27.0,26.93045714285714,0.8084444444444436,0.4042222222222218,0.40571499501887937,3.7839909607449083,2.994238683127569
SKU04352,1,19.0,19.39946666666667,0.39946666666666886,0.39946666666666886,0.39946666666666886,2.0805844525618524,2.102456140350889
SKU00348,1,10.0,10.398761904761908,0.3987619047619084,0.3987619047619084,0.3987619047619084,3.9096677202631698,3.9876190476190843
SKU00065,1,25.0,24.60318095238095,0.39681904761905074,0.39681904761905074,0.39681904761905074,1.5999741952033155,1.587276190476203
SKU02282,1,32.0,32.395490476190474,0.3954904761904743,0.3954904761904743,0.3954904761904743,1.2283173037922666,1.2359077380952321
SKU00073,1,18.0,18.392466666666664,0.39246666666666385,0.39246666666666385,0.39246666666666385,2.156856638828167,2.1803703703703547
SKU02511,1,35.0,35.39070952380951,0.3907095238095124,0.3907095238095124,0.3907095238095124,1.1101167368610079,1.1163129251700354
SKU01761,1,8.0,7.616039682539682,0.38396031746031767,0.38396031746031767,0.38396031746031767,4.9175120615199805,4.799503968253971
SKU03270,2,48.0,48.754368253968245,0.754368253968245,0.3771841269841225,0.4199415271418001,1.8564967417682672,1.5716005291005104
SKU03414,1,17.0,16.625133333333338,0.37486666666666224,0.37486666666666224,0.37486666666666224,2.2296813692931807,2.20509803921566
SKU00767,3,58.0,56.91211904761907,1.1238809523809197,0.3746269841269732,0.6385327546791655,0.9780110686006258,1.9377257799671028
SKU03622,1,25.0,24.627314285714284,0.3726857142857156,0.3726857142857156,0.3726857142857156,1.5019378729225203,1.4907428571428625
SKU01159,1,18.0,18.37170476190477,0.37170476190476975,0.37170476190476975,0.37170476190476975,2.043922682964744,2.0650264550264987
SKU03991,1,14.0,13.630333333333336,0.3696666666666637,0.3696666666666637,0.3696666666666637,2.6758031631901917,2.640476190476169
SKU00956,1,15.0,15.368422222222229,0.36842222222222887,0.36842222222222887,0.36842222222222887,2.4263507634758468,2.4561481481481926
SKU04900,2,39.0,39.73396190476189,0.733961904761891,0.3669809523809455,0.4970123642822411,1.4159337271371002,1.8819536019535668
SKU03655,1,13.0,13.364577777777775,0.3645777777777752,0.3645777777777752,0.3645777777777752,2.765663693541652,2.804444444444425
SKU02773,1,20.0,19.635780952380948,0.3642190476190521,0.3642190476190521,0.3642190476190521,1.8378295513169305,1.8210952380952605
SKU03596,1,23.0,23.364052380952383,0.36405238095238346,0.36405238095238346,0.36405238095238346,1.570407944332088,1.5828364389234064
SKU03942,1,22.0,22.36403809523809,0.36403809523809016,0.36403809523809016,0.36403809523809016,1.6411404861595096,1.6547186147185917
SKU04619,1,17.0,17.36271428571429,0.36271428571429,0.36271428571429,0.36271428571429,2.1110921721633744,2.1336134453781765
SKU04966,1,23.0,22.63802857142858,0.36197142857141884,0.36197142857141884,0.36197142857141884,1.5862710984761028,1.5737888198757342
SKU00300,1,14.0,13.638333333333334,0.36166666666666636,0.36166666666666636,0.36166666666666636,2.6171380329252822,2.5833333333333313
SKU04273,1,5.0,5.361233333333333,0.36123333333333285,0.36123333333333285,0.36123333333333285,6.972786379999799,7.224666666666657
SKU00872,1,22.0,22.352390476190475,0.35239047619047525,0.35239047619047525,0.35239047619047525,1.5890484026093146,1.6017748917748875
SKU03760,1,22.0,21.649271428571424,0.3507285714285757,0.3507285714285757,0.3507285714285757,1.6070305869939443,1.5942207792207987
SKU01163,1,32.0,31.64928571428571,0.35071428571428953,0.35071428571428953,0.35071428571428953,1.102021120201114,1.0959821428571548
SKU02100,1,22.0,22.349,0.3490000000000002,0.3490000000000002,0.3490000000000002,1.5738799071004992,1.5863636363636373
SKU04726,1,13.0,13.348323809523816,0.3483238095238157,0.3483238095238157,0.3483238095238157,2.6439921722679847,2.679413919413967
SKU03502,1,26.0,26.347047619047625,0.3470476190476255,0.3470476190476255,0.3470476190476255,1.325949159819835,1.3347985347985596
SKU02020,2,8.0,8.692412698412697,0.692412698412697,0.3462063492063485,0.35493176671358007,8.346962601216903,8.655158730158712
SKU01630,1,4.0,3.656261904761905,0.34373809523809484,0.34373809523809484,0.34373809523809484,8.979266893268182,8.593452380952371
SKU04739,2,39.0,38.346788888888895,0.679877777777774,0.339938888888887,0.471412385389653,1.1700190274527562,1.7432763532763438
SKU03402,1,26.0,25.661657142857145,0.3383428571428553,0.3383428571428553,0.3383428571428553,1.3098412859938051,1.3013186813186741
SKU01493,2,27.0,27.670980952380948,0.6709809523809476,0.3354904761904738,0.4655384333004263,1.6011379233699885,2.485114638447954
SKU01822,1,22.0,22.33422698412698,0.33422698412697827,0.33422698412697827,0.33422698412697827,1.5077605130981164,1.5192135642135376
SKU01503,1,29.0,28.666719047619047,0.333280952380953,0.333280952380953,0.333280952380953,1.1558866461805877,1.1492446633825966
SKU03772,1,24.0,23.670019047619054,0.3299809523809465,0.3299809523809465,0.3299809523809465,1.3844380974604535,1.3749206349206105
SKU00101,1,9.0,9.32892380952381,0.3289238095238094,0.3289238095238094,0.3289238095238094,3.589122994257839,3.6547089947089932
SKU00400,1,45.0,45.32771428571428,0.3277142857142792,0.3277142857142792,0.3277142857142792,0.7256118198179817,0.7282539682539537
SKU03786,1,23.0,23.327685714285717,0.32768571428571747,0.32768571428571747,0.32768571428571747,1.414643141497014,1.4247204968944238
SKU00628,1,25.0,25.326238095238093,0.326238095238093,0.326238095238093,0.326238095238093,1.296493072344153,1.304952380952372
SKU00012,1,35.0,34.67464285714286,0.32535714285714334,0.32535714285714334,0.32535714285714334,0.9339327178877347,0.9295918367346953
