date,sku_id,store_id,actual_units_sold,predicted_units_sold,forecast_error,absolute_error,error_percentage,absolute_error_percentage,error_direction
2025-10-27,SKU01892,ST19,35.0,32.442385714285706,2.557614285714294,2.557614285714294,7.307469387755126,7.307469387755126,UNDER_FORECAST
2025-10-29,SKU04887,ST22,39.0,41.24469365079367,-2.2446936507936712,2.2446936507936712,-5.755624745624798,5.755624745624798,OVER_FORECAST
2025-10-24,SKU02869,ST22,41.0,43.151637662337656,-2.151637662337656,2.151637662337656,-5.247896737408917,5.247896737408917,OVER_FORECAST
2025-10-13,SKU01276,ST16,44.0,41.92489682539682,2.0751031746031785,2.0751031746031785,4.716143578643588,4.716143578643588,UNDER_FORECAST
2025-10-05,SKU03614,ST09,17.0,15.028708802308808,1.971291197691192,1.971291197691192,11.595830574654071,11.595830574654071,UNDER_FORECAST
2025-10-05,SKU01365,ST02,37.0,35.04420793650795,1.955792063492048,1.955792063492048,5.285924495924454,5.285924495924454,UNDER_FORECAST
2025-09-21,SKU04167,ST12,36.0,34.04712222222222,1.952877777777779,1.952877777777779,5.424660493827164,5.424660493827164,UNDER_FORECAST
2025-10-19,SKU01818,ST22,49.0,47.09321904761904,1.906780952380956,1.906780952380956,3.891389698736645,3.891389698736645,UNDER_FORECAST
2025-09-21,SKU03191,ST12,36.0,37.88894444444444,-1.8889444444444408,1.8889444444444408,-5.247067901234558,5.247067901234558,OVER_FORECAST
2025-09-17,SKU02679,ST23,46.0,44.158076190476194,1.8419238095238055,1.8419238095238055,4.004182194616968,4.004182194616968,UNDER_FORECAST
2025-10-10,SKU00775,ST09,32.0,33.83806031746031,-1.838060317460311,1.838060317460311,-5.743938492063472,5.743938492063472,OVER_FORECAST
2025-10-23,SKU04253,ST12,18.0,16.209472294372294,1.7905277056277065,1.7905277056277065,9.947376142376148,9.947376142376148,UNDER_FORECAST
2025-10-31,SKU00926,ST29,32.0,33.78638253968254,-1.786382539682542,1.786382539682542,-5.5824454365079434,5.5824454365079434,OVER_FORECAST
2025-10-16,SKU00901,ST23,39.0,40.761167821067815,-1.761167821067815,1.761167821067815,-4.51581492581491,4.51581492581491,OVER_FORECAST
2025-10-08,SKU01557,ST03,28.0,26.24698412698413,1.7530158730158654,1.7530158730158654,6.260770975056663,6.260770975056663,UNDER_FORECAST
2025-09-22,SKU00474,ST03,42.0,40.35048412698414,1.649515873015858,1.649515873015858,3.927418745275852,3.927418745275852,UNDER_FORECAST
2025-10-18,SKU02320,ST16,35.0,36.64300634920633,-1.6430063492063312,1.6430063492063312,-4.694303854875232,4.694303854875232,OVER_FORECAST
2025-10-20,SKU00865,ST16,26.0,27.618927272727277,-1.618927272727273,1.618927272727273,-6.2266433566433586,6.2266433566433586,OVER_FORECAST
2025-09-18,SKU00926,ST07,38.0,39.61149206349208,-1.6114920634920793,1.6114920634920793,-4.240768588137051,4.240768588137051,OVER_FORECAST
2025-09-20,SKU01791,ST08,30.0,28.44191904761904,1.5580809523809585,1.5580809523809585,5.193603174603195,5.193603174603195,UNDER_FORECAST
2025-09-28,SKU01763,ST18,28.0,29.49672857142857,-1.496728571428566,1.496728571428566,-5.34545918367345,5.34545918367345,OVER_FORECAST
2025-10-26,SKU00830,ST23,39.0,40.45168686868686,-1.4516868686868634,1.4516868686868634,-3.7222740222740085,3.7222740222740085,OVER_FORECAST
2025-10-11,SKU01791,ST19,32.0,30.580033333333315,1.419966666666685,1.419966666666685,4.43739583333339,4.43739583333339,UNDER_FORECAST
2025-10-28,SKU02115,ST03,32.0,33.377231746031754,-1.3772317460317538,1.3772317460317538,-4.303849206349231,4.303849206349231,OVER_FORECAST
2025-10-22,SKU01313,ST16,27.0,28.34505238095238,-1.3450523809523816,1.3450523809523816,-4.981675485008821,4.981675485008821,OVER_FORECAST
2025-10-15,SKU02322,ST16,39.0,37.66798253968256,1.332017460317445,1.332017460317445,3.4154293854293463,3.4154293854293463,UNDER_FORECAST
2025-10-31,SKU04120,ST20,26.0,27.28124285714286,-1.2812428571428605,1.2812428571428605,-4.927857142857155,4.927857142857155,OVER_FORECAST
2025-10-01,SKU00178,ST30,37.0,35.757595238095234,1.2424047619047656,1.2424047619047656,3.3578507078507176,3.3578507078507176,UNDER_FORECAST
2025-09-26,SKU01632,ST25,30.0,31.240909523809528,-1.2409095238095276,1.2409095238095276,-4.136365079365092,4.136365079365092,OVER_FORECAST
2025-09-17,SKU03869,ST04,4.0,2.799073015873016,1.2009269841269838,1.2009269841269838,30.023174603174596,30.023174603174596,UNDER_FORECAST
2025-10-29,SKU01414,ST09,29.0,30.170204761904767,-1.1702047619047669,1.1702047619047669,-4.0351888341543685,4.0351888341543685,OVER_FORECAST
2025-09-17,SKU00719,ST21,25.0,23.8398507936508,1.1601492063491996,1.1601492063491996,4.640596825396798,4.640596825396798,UNDER_FORECAST
2025-09-25,SKU02332,ST13,16.0,17.13927936507936,-1.139279365079361,1.139279365079361,-7.120496031746006,7.120496031746006,OVER_FORECAST
2025-10-21,SKU00767,ST07,41.0,39.89411904761908,1.1058809523809217,1.1058809523809217,2.6972706155632236,2.6972706155632236,UNDER_FORECAST
2025-10-04,SKU01561,ST28,50.0,48.8995761904762,1.1004238095238037,1.1004238095238037,2.2008476190476074,2.2008476190476074,UNDER_FORECAST
2025-09-29,SKU01972,ST04,31.0,32.08589365079366,-1.0858936507936576,1.0858936507936576,-3.5028827444956696,3.5028827444956696,OVER_FORECAST
2025-10-13,SKU02618,ST22,20.0,21.074014285714284,-1.0740142857142845,1.0740142857142845,-5.370071428571423,5.370071428571423,OVER_FORECAST
2025-10-29,SKU00087,ST11,47.0,45.93250952380953,1.067490476190471,1.067490476190471,2.271256332320151,2.271256332320151,UNDER_FORECAST
2025-10-13,SKU00175,ST20,22.0,20.93730476190477,1.062695238095234,1.062695238095234,4.830432900432881,4.830432900432881,UNDER_FORECAST
2025-10-05,SKU02575,ST06,17.0,18.052661904761905,-1.052661904761905,1.052661904761905,-6.192128851540618,6.192128851540618,OVER_FORECAST
2025-10-09,SKU04329,ST27,35.0,33.958176190476195,1.0418238095238053,1.0418238095238053,2.976639455782301,2.976639455782301,UNDER_FORECAST
2025-10-15,SKU01162,ST15,20.0,21.03701587301588,-1.0370158730158785,1.0370158730158785,-5.1850793650793925,5.1850793650793925,OVER_FORECAST
2025-10-02,SKU02121,ST30,27.0,28.028071428571423,-1.0280714285714223,1.0280714285714223,-3.8076719576719342,3.8076719576719342,OVER_FORECAST
2025-09-17,SKU01712,ST14,20.0,19.00596507936508,0.994034920634924,0.994034920634924,4.970174603174621,4.970174603174621,UNDER_FORECAST
2025-10-27,SKU04250,ST21,24.0,24.97444761904761,-0.9744476190476056,0.9744476190476056,-4.060198412698356,4.060198412698356,OVER_FORECAST
2025-10-24,SKU00658,ST14,33.0,33.948269841269834,-0.948269841269834,0.948269841269834,-2.8735449735449516,2.8735449735449516,OVER_FORECAST
2025-10-12,SKU02609,ST22,31.0,31.93764126984127,-0.9376412698412686,0.9376412698412686,-3.0246492575524795,3.0246492575524795,OVER_FORECAST
2025-10-29,SKU01831,ST10,43.0,42.06498412698411,0.9350158730158924,0.9350158730158924,2.17445551864161,2.17445551864161,UNDER_FORECAST
2025-09-20,SKU03354,ST09,26.0,25.079571428571423,0.9204285714285768,0.9204285714285768,3.540109890109911,3.540109890109911,UNDER_FORECAST
2025-09-24,SKU01230,ST11,25.0,25.89331904761906,-0.8933190476190589,0.8933190476190589,-3.5732761904762356,3.5732761904762356,OVER_FORECAST
2025-09-17,SKU02383,ST22,24.0,24.89171587301588,-0.8917158730158761,0.8917158730158761,-3.715482804232817,3.715482804232817,OVER_FORECAST
2025-09-29,SKU01830,ST25,20.0,20.8866,-0.8866000000000014,0.8866000000000014,-4.433000000000007,4.433000000000007,OVER_FORECAST
2025-10-20,SKU02371,ST18,40.0,39.11946666666667,0.8805333333333323,0.8805333333333323,2.2013333333333307,2.2013333333333307,UNDER_FORECAST
2025-09-18,SKU02391,ST13,7.0,7.879753968253968,-0.8797539682539677,0.8797539682539677,-12.567913832199539,12.567913832199539,OVER_FORECAST
2025-10-15,SKU03575,ST06,17.0,17.86477619047619,-0.8647761904761886,0.8647761904761886,-5.086918767506992,5.086918767506992,OVER_FORECAST
2025-09-29,SKU04076,ST26,20.0,20.85109393939394,-0.851093939393941,0.851093939393941,-4.255469696969705,4.255469696969705,OVER_FORECAST
2025-10-26,SKU04030,ST15,34.0,34.84442857142858,-0.8444285714285797,0.8444285714285797,-2.4836134453781757,2.4836134453781757,OVER_FORECAST
2025-10-14,SKU01311,ST25,34.0,34.82905714285712,-0.829057142857117,0.829057142857117,-2.4384033613444616,2.4384033613444616,OVER_FORECAST
2025-10-28,SKU03419,ST07,17.0,17.823473015873017,-0.8234730158730166,0.8234730158730166,-4.843958916900098,4.843958916900098,OVER_FORECAST
2025-09-21,SKU04999,ST13,17.0,17.821466666666666,-0.8214666666666659,0.8214666666666659,-4.8321568627450935,4.8321568627450935,OVER_FORECAST
2025-10-08,SKU02938,ST20,28.0,28.81266507936508,-0.8126650793650789,0.8126650793650789,-2.9023752834467103,2.9023752834467103,OVER_FORECAST
2025-09-25,SKU04008,ST19,18.0,18.806914285714296,-0.8069142857142957,0.8069142857142957,-4.482857142857198,4.482857142857198,OVER_FORECAST
2025-10-18,SKU00123,ST16,30.0,30.806542857142865,-0.8065428571428619,0.8065428571428619,-2.6884761904762065,2.6884761904762065,OVER_FORECAST
2025-09-20,SKU01856,ST29,17.0,17.802707936507932,-0.8027079365079324,0.8027079365079324,-4.721811391223132,4.721811391223132,OVER_FORECAST
2025-10-09,SKU00944,ST18,12.0,12.791396825396829,-0.7913968253968271,0.7913968253968271,-6.594973544973559,6.594973544973559,OVER_FORECAST
2025-09-23,SKU02411,ST21,32.0,32.78181904761904,-0.7818190476190381,0.7818190476190381,-2.443184523809494,2.443184523809494,OVER_FORECAST
2025-10-15,SKU00785,ST01,41.0,40.22589523809525,0.7741047619047521,0.7741047619047521,1.8880603948896393,1.8880603948896393,UNDER_FORECAST
2025-09-17,SKU03047,ST22,37.0,37.771890476190464,-0.7718904761904639,0.7718904761904639,-2.086190476190443,2.086190476190443,OVER_FORECAST
2025-10-05,SKU03544,ST18,27.0,26.24261428571427,0.7573857142857285,0.7573857142857285,2.805132275132328,2.805132275132328,UNDER_FORECAST
2025-09-30,SKU03744,ST07,34.0,33.24323968253969,0.7567603174603121,0.7567603174603121,2.225765639589153,2.225765639589153,UNDER_FORECAST
2025-09-20,SKU04189,ST12,27.0,27.742333333333328,-0.7423333333333275,0.7423333333333275,-2.7493827160493614,2.7493827160493614,OVER_FORECAST
2025-09-17,SKU03490,ST07,4.0,4.7383285714285694,-0.7383285714285694,0.7383285714285694,-18.458214285714234,18.458214285714234,OVER_FORECAST
2025-10-15,SKU00944,ST14,4.0,4.7354047619047615,-0.7354047619047615,0.7354047619047615,-18.385119047619035,18.385119047619035,OVER_FORECAST
2025-10-16,SKU01254,ST06,31.0,30.270228571428564,0.7297714285714356,0.7297714285714356,2.354101382488502,2.354101382488502,UNDER_FORECAST
2025-10-20,SKU03856,ST17,24.0,24.711299999999994,-0.7112999999999943,0.7112999999999943,-2.963749999999976,2.963749999999976,OVER_FORECAST
2025-10-10,SKU03981,ST08,7.0,6.295228571428571,0.704771428571429,0.704771428571429,10.06816326530613,10.06816326530613,UNDER_FORECAST
2025-10-06,SKU04900,ST25,27.0,27.70216190476189,-0.7021619047618941,0.7021619047618941,-2.6005996472662747,2.6005996472662747,OVER_FORECAST
2025-10-20,SKU03837,ST27,42.0,41.30586190476191,0.6941380952380882,0.6941380952380882,1.6527097505668766,1.6527097505668766,UNDER_FORECAST
2025-09-17,SKU03207,ST01,10.0,9.309563492063493,0.6904365079365089,0.6904365079365089,6.90436507936509,6.90436507936509,UNDER_FORECAST
2025-10-23,SKU00641,ST09,26.0,25.310580952380956,0.6894190476190474,0.6894190476190474,2.6516117216117205,2.6516117216117205,UNDER_FORECAST
2025-10-18,SKU04193,ST30,24.0,23.311676190476188,0.688323809523812,0.688323809523812,2.8680158730158833,2.8680158730158833,UNDER_FORECAST
2025-09-30,SKU04287,ST22,22.0,21.312161904761897,0.6878380952381029,0.6878380952381029,3.1265367965368314,3.1265367965368314,UNDER_FORECAST
2025-10-10,SKU00682,ST16,27.0,26.318622222222213,0.6813777777777865,0.6813777777777865,2.523621399176987,2.523621399176987,UNDER_FORECAST
2025-09-29,SKU00195,ST19,15.0,15.679119047619045,-0.6791190476190447,0.6791190476190447,-4.5274603174602985,4.5274603174602985,OVER_FORECAST
2025-10-05,SKU03569,ST07,28.0,27.32828571428571,0.671714285714291,0.671714285714291,2.3989795918367536,2.3989795918367536,UNDER_FORECAST
2025-10-15,SKU00397,ST06,37.0,36.32970952380952,0.6702904761904804,0.6702904761904804,1.811595881595893,1.811595881595893,UNDER_FORECAST
2025-10-28,SKU00325,ST16,1.0,1.6676666666666669,-0.6676666666666669,0.6676666666666669,-66.76666666666668,66.76666666666668,OVER_FORECAST
2025-10-13,SKU04739,ST20,31.0,30.33345555555556,0.6665444444444439,0.6665444444444439,2.1501433691756255,2.1501433691756255,UNDER_FORECAST
2025-10-26,SKU04314,ST06,40.0,39.336666666666666,0.663333333333334,0.663333333333334,1.658333333333335,1.658333333333335,UNDER_FORECAST
2025-10-07,SKU02589,ST29,24.0,23.338,0.661999999999999,0.661999999999999,2.7583333333333293,2.7583333333333293,UNDER_FORECAST
2025-10-26,SKU01493,ST26,22.0,22.658247619047614,-0.6582476190476179,0.6582476190476179,-2.9920346320346267,2.9920346320346267,OVER_FORECAST
2025-10-15,SKU03955,ST22,4.0,4.656557142857142,-0.6565571428571424,0.6565571428571424,-16.41392857142856,16.41392857142856,OVER_FORECAST
2025-10-19,SKU04639,ST01,33.0,32.347041125541125,0.652958874458875,0.652958874458875,1.978663255935985,1.978663255935985,UNDER_FORECAST
2025-10-09,SKU03392,ST15,30.0,29.349133333333334,0.650866666666662,0.650866666666662,2.16955555555554,2.16955555555554,UNDER_FORECAST
2025-09-16,SKU00769,ST24,14.0,13.349561904761906,0.6504380952380941,0.6504380952380941,4.6459863945578155,4.6459863945578155,UNDER_FORECAST
2025-10-17,SKU03361,ST13,25.0,24.3564380952381,0.6435619047618992,0.6435619047618992,2.574247619047597,2.574247619047597,UNDER_FORECAST
2025-10-16,SKU02457,ST02,14.0,14.64133492063492,-0.6413349206349199,0.6413349206349199,-4.580963718820856,4.580963718820856,OVER_FORECAST
2025-10-08,SKU02165,ST05,32.0,32.63241904761904,-0.6324190476190381,0.6324190476190381,-1.976309523809494,1.976309523809494,OVER_FORECAST
2025-10-17,SKU00631,ST20,22.0,22.6145,-0.6144999999999996,0.6144999999999996,-2.793181818181816,2.793181818181816,OVER_FORECAST
2025-10-10,SKU03923,ST29,39.0,38.38778253968256,0.6122174603174457,0.6122174603174457,1.5697883597883224,1.5697883597883224,UNDER_FORECAST
2025-10-16,SKU04514,ST19,9.0,9.609766666666667,-0.6097666666666672,0.6097666666666672,-6.775185185185191,6.775185185185191,OVER_FORECAST
2025-10-26,SKU00172,ST03,25.0,24.39312409812409,0.6068759018759096,0.6068759018759096,2.4275036075036382,2.4275036075036382,UNDER_FORECAST
2025-09-30,SKU04250,ST27,21.0,21.60340952380953,-0.6034095238095283,0.6034095238095283,-2.8733786848072773,2.8733786848072773,OVER_FORECAST
2025-10-28,SKU00086,ST11,18.0,18.602652380952375,-0.602652380952378,0.602652380952378,-3.3480687830687668,3.3480687830687668,OVER_FORECAST
2025-10-24,SKU04746,ST03,19.0,18.403009523809526,0.5969904761904736,0.5969904761904736,3.142055137844598,3.142055137844598,UNDER_FORECAST
2025-10-10,SKU02281,ST06,25.0,24.4046,0.5954000000000015,0.5954000000000015,2.381600000000006,2.381600000000006,UNDER_FORECAST
2025-09-20,SKU02432,ST27,35.0,34.40513333333334,0.5948666666666611,0.5948666666666611,1.6996190476190318,1.6996190476190318,UNDER_FORECAST
2025-09-28,SKU04918,ST30,2.0,2.5897238095238087,-0.5897238095238087,0.5897238095238087,-29.486190476190433,29.486190476190433,OVER_FORECAST
2025-10-06,SKU04092,ST29,28.0,28.582557142857137,-0.5825571428571372,0.5825571428571372,-2.080561224489776,2.080561224489776,OVER_FORECAST
2025-10-13,SKU00387,ST06,27.0,26.418307936507933,0.581692063492067,0.581692063492067,2.1544150499706185,2.1544150499706185,UNDER_FORECAST
2025-10-07,SKU00748,ST21,14.0,14.58112857142857,-0.5811285714285699,0.5811285714285699,-4.150918367346928,4.150918367346928,OVER_FORECAST
2025-10-13,SKU01718,ST17,32.0,31.424271428571416,0.5757285714285842,0.5757285714285842,1.7991517857143258,1.7991517857143258,UNDER_FORECAST
2025-10-25,SKU01944,ST05,28.0,28.572380952380943,-0.5723809523809464,0.5723809523809464,-2.0442176870748088,2.0442176870748088,OVER_FORECAST
2025-10-31,SKU02301,ST12,27.0,26.430553968253964,0.5694460317460361,0.5694460317460361,2.109059376837171,2.109059376837171,UNDER_FORECAST
2025-09-28,SKU01058,ST10,31.0,30.432714285714287,0.5672857142857133,0.5672857142857133,1.829953917050688,1.829953917050688,UNDER_FORECAST
2025-10-22,SKU00172,ST19,19.0,19.564338095238103,-0.564338095238103,0.564338095238103,-2.9702005012531734,2.9702005012531734,OVER_FORECAST
2025-09-16,SKU03951,ST09,9.0,8.436663492063493,0.5633365079365067,0.5633365079365067,6.259294532627852,6.259294532627852,UNDER_FORECAST
2025-10-12,SKU04647,ST12,2.0,1.4374285714285715,0.5625714285714283,0.5625714285714283,28.128571428571412,28.128571428571412,UNDER_FORECAST
2025-10-26,SKU04139,ST17,29.0,29.562238095238087,-0.5622380952380865,0.5622380952380865,-1.938752052545126,1.938752052545126,OVER_FORECAST
2025-10-01,SKU03270,ST26,18.0,18.561799999999995,-0.5617999999999945,0.5617999999999945,-3.1211111111110807,3.1211111111110807,OVER_FORECAST
2025-09-22,SKU00134,ST26,17.0,16.441466666666667,0.5585333333333331,0.5585333333333331,3.28549019607843,3.28549019607843,UNDER_FORECAST
2025-09-20,SKU00976,ST20,19.0,19.557847619047624,-0.5578476190476245,0.5578476190476245,-2.936040100250655,2.936040100250655,OVER_FORECAST
2025-09-16,SKU04536,ST08,23.0,22.44405238095238,0.5559476190476182,0.5559476190476182,2.417163561076601,2.417163561076601,UNDER_FORECAST
2025-10-11,SKU00067,ST10,22.0,21.44749206349206,0.55250793650794,0.55250793650794,2.511399711399727,2.511399711399727,UNDER_FORECAST
2025-10-10,SKU04773,ST28,10.0,10.551328571428572,-0.5513285714285718,0.5513285714285718,-5.513285714285718,5.513285714285718,OVER_FORECAST
2025-10-28,SKU01005,ST29,17.0,17.55034761904762,-0.5503476190476206,0.5503476190476206,-3.2373389355742392,3.2373389355742392,OVER_FORECAST
2025-10-20,SKU02103,ST30,24.0,24.544200000000004,-0.5442000000000036,0.5442000000000036,-2.2675000000000147,2.2675000000000147,OVER_FORECAST
2025-10-06,SKU03044,ST29,25.0,24.46102380952381,0.5389761904761876,0.5389761904761876,2.1559047619047504,2.1559047619047504,UNDER_FORECAST
2025-09-20,SKU00162,ST11,37.0,37.53370952380952,-0.5337095238095202,0.5337095238095202,-1.4424581724581627,1.4424581724581627,OVER_FORECAST
2025-09-23,SKU02488,ST19,23.0,23.531133333333337,-0.5311333333333366,0.5311333333333366,-2.3092753623188544,2.3092753623188544,OVER_FORECAST
2025-10-10,SKU01181,ST19,8.0,8.528455555555555,-0.5284555555555546,0.5284555555555546,-6.605694444444432,6.605694444444432,OVER_FORECAST
2025-10-06,SKU04865,ST19,17.0,17.5263,-0.5262999999999991,0.5262999999999991,-3.095882352941171,3.095882352941171,OVER_FORECAST
2025-10-13,SKU03372,ST04,8.0,7.47784126984127,0.52215873015873,0.52215873015873,6.526984126984125,6.526984126984125,UNDER_FORECAST
2025-10-20,SKU01950,ST17,23.0,23.519990476190475,-0.5199904761904754,0.5199904761904754,-2.260828157349893,2.260828157349893,OVER_FORECAST
2025-10-19,SKU01964,ST19,20.0,20.518833333333333,-0.5188333333333333,0.5188333333333333,-2.5941666666666663,2.5941666666666663,OVER_FORECAST
2025-10-29,SKU01874,ST12,42.0,41.48572380952382,0.5142761904761812,0.5142761904761812,1.224467120181384,1.224467120181384,UNDER_FORECAST
2025-10-02,SKU01489,ST06,4.0,4.514076190476192,-0.5140761904761915,0.5140761904761915,-12.851904761904787,12.851904761904787,OVER_FORECAST
2025-10-27,SKU02404,ST10,17.0,17.50564285714286,-0.5056428571428597,0.5056428571428597,-2.974369747899175,2.974369747899175,OVER_FORECAST
2025-10-23,SKU02444,ST06,25.0,25.50162857142856,-0.5016285714285615,0.5016285714285615,-2.006514285714246,2.006514285714246,OVER_FORECAST
2025-10-07,SKU01894,ST04,31.0,30.49932222222223,0.5006777777777707,0.5006777777777707,1.6150896057347441,1.6150896057347441,UNDER_FORECAST
2025-10-25,SKU04214,ST19,55.0,54.50857619047618,0.4914238095238232,0.4914238095238232,0.8934978354978603,0.8934978354978603,UNDER_FORECAST
2025-10-17,SKU04560,ST30,9.0,9.490109523809522,-0.4901095238095223,0.4901095238095223,-5.445661375661358,5.445661375661358,OVER_FORECAST
2025-10-17,SKU03015,ST09,28.0,27.511728571428563,0.4882714285714371,0.4882714285714371,1.7438265306122755,1.7438265306122755,UNDER_FORECAST
2025-10-23,SKU01149,ST13,14.0,13.51255238095238,0.4874476190476198,0.4874476190476198,3.4817687074829986,3.4817687074829986,UNDER_FORECAST
2025-10-01,SKU03532,ST05,22.0,22.48363809523809,-0.4836380952380921,0.4836380952380921,-2.198354978354964,2.198354978354964,OVER_FORECAST
2025-10-29,SKU02952,ST17,23.0,23.48072380952381,-0.4807238095238091,0.4807238095238091,-2.090103519668735,2.090103519668735,OVER_FORECAST
2025-09-28,SKU01600,ST29,32.0,31.522357142857143,0.4776428571428539,0.4776428571428539,1.4926339285714185,1.4926339285714185,UNDER_FORECAST
2025-10-24,SKU02198,ST19,12.0,12.4726,-0.4725999999999999,0.4725999999999999,-3.9383333333333326,3.9383333333333326,OVER_FORECAST
2025-09-30,SKU00719,ST18,14.0,14.471577777777776,-0.4715777777777763,0.4715777777777763,-3.368412698412688,3.368412698412688,OVER_FORECAST
2025-09-28,SKU04769,ST21,1.0,1.470980952380952,-0.470980952380952,0.470980952380952,-47.0980952380952,47.0980952380952,OVER_FORECAST
2025-10-19,SKU00404,ST25,9.0,9.4634,-0.4634,0.4634,-5.148888888888888,5.148888888888888,OVER_FORECAST
2025-09-30,SKU04761,ST30,22.0,22.45955238095238,-0.4595523809523811,0.4595523809523811,-2.0888744588744594,2.0888744588744594,OVER_FORECAST
2025-09-17,SKU01769,ST20,43.0,42.54197936507936,0.4580206349206435,0.4580206349206435,1.0651642672573105,1.0651642672573105,UNDER_FORECAST
2025-10-03,SKU02110,ST10,11.0,11.456323809523814,-0.4563238095238144,0.4563238095238144,-4.148398268398313,4.148398268398313,OVER_FORECAST
2025-10-06,SKU04586,ST12,25.0,24.549828571428574,0.4501714285714264,0.4501714285714264,1.8006857142857056,1.8006857142857056,UNDER_FORECAST
2025-10-25,SKU01186,ST19,27.0,27.447657142857132,-0.4476571428571354,0.4476571428571354,-1.6579894179893904,1.6579894179893904,OVER_FORECAST
