date,sku_id,store_id,units_sold,revenue,unit_price,promo_flag,year,month,day,month_num,day_of_month,day_of_week,week_of_year,quarter,is_weekend,week,season,is_holiday,promo_event,category,brand,store_name,store_type,city,lag_1,lag_7,lag_14,lag_28,rolling_mean_7,rolling_std_7,rolling_mean_14,rolling_std_14,rolling_mean_28,rolling_std_28,expanding_mean,demand_change_1d,demand_ratio_1d_7d,promo_lag_1,promo_lag_7,price_lag_1,price_change,price_change_pct,stock_on_hand,reorder_point,safety_stock,stock_vs_reorder,stock_vs_safety,below_reorder_point,below_safety_stock,stockout_flag,sku_total_units,sku_avg_units,sku_total_revenue,sku_avg_revenue,store_total_units,store_avg_units,store_total_revenue,store_avg_revenue,category_total_units,category_avg_units,category_total_revenue,brand_total_units,brand_avg_units,brand_total_revenue,flag_count,stockout_risk_flag,slow_mover_flag
2025-01-01,SKU00638,ST18,19.0,2617.44,137.76,0,2025,1,1,1,1,2,1,1,0,1,Winter,0,0,Electronics & Accessories,EverydayPlus,Karachi Supermarket #18,Supermarket,Karachi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,85.0,39.0,311.0,357.0,0,0,0,6.0,6.0,826.56,826.56,549.0,4.8584070796460175,696373.39,6162.596371681416,1385.0,3.7635869565217392,1905487.73,544.0,1.5813953488372092,789733.98,0.0,0,0
2025-01-01,SKU01742,ST19,3.0,703.38,234.46,0,2025,1,1,1,1,2,1,1,0,1,Winter,0,0,Snacks & Confectionery,GoldenHarvest,Sialkot Convenience Store #19,Convenience Store,Sialkot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,19.0,9.5,4454.74,2227.37,1373.0,7.670391061452514,1750045.62,9776.791173184358,3510.0,4.5942408376963355,4278392.66,1316.0,1.187725631768953,1674947.48,0.0,0,0
2025-01-01,SKU04497,ST19,11.0,24232.45,2202.95,0,2025,1,1,1,1,2,1,1,0,1,Winter,0,0,Electronics & Accessories,CityFresh,Sialkot Convenience Store #19,Convenience Store,Sialkot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,3767.0,4.5113772455089824,5179744.41,6203.286718562875,8890.0,3.1852382658545326,12036283.43,4853.0,4.476937269372693,5788965.06,0.0,0,0
2025-01-01,SKU00139,ST20,4.0,9459.72,2364.93,0,2025,1,1,1,1,2,1,1,0,1,Winter,0,0,Frozen Foods,GoldenHarvest,Multan Hypermarket #20,Hypermarket,Multan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,94.0,11.75,122481.77,15310.22125,99.0,11.0,105092.9,0.0,0.0,0.0,0.0,0,0
2025-01-01,SKU03175,ST20,17.0,19452.42,1144.26,0,2025,1,1,1,1,2,1,1,0,1,Winter,0,0,Home Care,ZestyCo,Multan Hypermarket #20,Hypermarket,Multan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,3120.0,3.413566739606127,3857884.23,4220.879901531729,7497.0,3.501634750116768,9536013.63,3039.0,3.9212903225806452,4071449.69,0.0,0,0
2025-01-01,SKU02583,ST21,6.0,14967.18,2494.53,0,2025,1,1,1,1,2,1,1,0,1,Winter,0,0,Stationery & Office,NutriPlus,Peshawar Hypermarket #21,Hypermarket,Peshawar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,34.0,11.333333333333334,84814.02,28271.34,2171.0,3.2451420029895366,2748846.58,4108.888759342302,6271.0,4.4538352272727275,7536834.17,2579.0,2.3445454545454547,3144490.12,0.0,0,0
2025-01-01,SKU03536,ST21,11.0,18494.19,1681.29,0,2025,1,1,1,1,2,1,1,0,1,Winter,0,0,Beverages,SparkleClean,Peshawar Hypermarket #21,Hypermarket,Peshawar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,16.0,16.0,26900.64,26900.64,3010.0,2.263157894736842,3865366.33,2906.2904736842106,9259.0,3.164388243335612,11617256.37,2988.0,3.19572192513369,3882037.9,0.0,0,0
2025-01-01,SKU03904,ST21,0.0,0.0,173.96,0,2025,1,1,1,1,2,1,1,0,1,Winter,0,0,Apparel & Footwear,EliteHome,Peshawar Hypermarket #21,Hypermarket,Peshawar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,82.0,27.333333333333332,14264.72,4754.906666666667,3201.0,2.371111111111111,4073933.56,3017.728562962963,8719.0,2.7153534724384927,11544318.86,3683.0,3.60019550342131,4142755.57,0.0,0,0
2025-01-01,SKU00194,ST22,11.0,25822.83,2347.53,0,2025,1,1,1,1,2,1,1,0,1,Winter,0,0,Frozen Foods,NutriPlus,Islamabad Hypermarket #22,Hypermarket,Islamabad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,3.0,7042.59,7042.59,116.0,16.571428571428573,110441.92000000001,15777.417142857144,245.0,2.0762711864406778,311474.97,205.0,0.5256410256410257,301239.27,0.0,0,0
2025-01-01,SKU01708,ST24,16.0,7238.24,452.39,0,2025,1,1,1,1,2,1,1,0,1,Winter,0,0,Health & Wellness,FamilyChoice,Gujranwala Convenience Store #24,Convenience Store,Gujranwala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,32.0,10.666666666666666,14476.48,4825.493333333333,1683.0,2.6545741324921135,1991478.72,3141.1336277602522,3542.0,4.247002398081535,4311724.97,1636.0,11.282758620689656,2170548.82,0.0,0,0
2025-01-01,SKU04546,ST26,29.0,41777.4,1440.6,0,2025,1,1,1,1,2,1,1,0,1,Winter,0,0,Home & Kitchen,SunriseFoods,Lahore Convenience Store #26,Convenience Store,Lahore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,28.0,14.0,40336.8,20168.4,3899.0,3.096902303415409,5058449.91,4017.831540905481,9509.0,3.1341463414634148,13008027.12,3090.0,3.73639661426844,4255704.52,0.0,0,0
2025-01-01,SKU03607,ST27,5.0,11744.25,2348.85,0,2025,1,1,1,1,2,1,1,0,1,Winter,0,0,Health & Wellness,SparkleClean,Rawalpindi Supermarket #27,Supermarket,Rawalpindi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,100.0,20.0,234885.0,46977.0,2769.0,3.150170648464164,3378427.2600000002,3843.4894880546076,7875.0,3.8339824732229797,10321800.09,3161.0,3.3414376321353068,4210533.35,0.0,0,0
2025-01-01,SKU03080,ST29,26.0,62487.62,2403.37,0,2025,1,1,1,1,2,1,1,0,1,Winter,0,0,Home & Kitchen,CityFresh,Karachi Hypermarket #29,Hypermarket,Karachi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2708.0,3.1598599766627773,3316721.01,3870.1528704784128,6770.0,3.6634199134199132,9065368.75,3046.0,3.48512585812357,3340810.98,0.0,0,0
2025-01-01,SKU01021,ST30,13.0,21179.86,1629.22,1,2025,1,1,1,1,2,1,1,0,1,Winter,0,0,Health & Wellness,EverydayPlus,Multan Hypermarket #30,Hypermarket,Multan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,58.0,9.666666666666666,94494.76000000001,15749.126666666669,1012.0,2.933333333333333,1369626.54,3969.9320000000002,2175.0,6.861198738170347,2501621.29,1090.0,1.9854280510018214,1543587.68,1.0,1,0
2025-01-01,SKU04613,ST30,6.0,4348.56,724.76,1,2025,1,1,1,1,2,1,1,0,1,Winter,0,0,Beverages,NutriPlus,Multan Hypermarket #30,Hypermarket,Multan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,33.0,16.5,23917.08,11958.54,4246.0,2.642190416925949,5824650.41,3624.5491039203484,11361.0,3.3622373483279078,14588191.74,4378.0,2.7260273972602738,5473589.49,0.0,0,0
2025-01-02,SKU00036,ST01,8.0,8076.48,1009.56,0,2025,1,2,1,2,3,1,1,0,1,Winter,0,0,Home Care,CleanWave,Quetta Convenience Store #01,Convenience Store,Quetta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,76.0,0.2992125984251969,114881.24,452.2883464566929,134.0,16.75,157810.0,53.0,13.25,40602.28,0.0,0,0
2025-01-02,SKU03083,ST01,12.0,5349.12,445.76,0,2025,1,2,1,2,3,1,1,0,1,Winter,0,0,Electronics & Accessories,ZestyCo,Quetta Convenience Store #01,Convenience Store,Quetta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2917.0,2.673693858845096,3717735.09,3407.639862511457,6091.0,2.492225859247136,8017865.3,2999.0,3.8998699609882963,4058762.5100000002,0.0,0,0
2025-01-02,SKU04866,ST01,10.0,23068.7,2306.87,0,2025,1,2,1,2,3,1,1,0,1,Winter,0,0,Stationery & Office,PremiumSelect,Quetta Convenience Store #01,Convenience Store,Quetta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,4556.0,3.029255319148936,6063105.77,4031.320325797872,11889.0,3.208041014570966,15240325.45,3859.0,2.515645371577575,5365257.94,0.0,0,0
2025-01-02,SKU01619,ST02,11.0,13016.85,1183.35,0,2025,1,2,1,2,3,1,1,0,1,Winter,0,0,Grocery,CleanWave,Islamabad Express Store #02,Express Store,Islamabad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1706.0,5.593442622950819,2242662.88,7352.993049180328,3198.0,4.153246753246753,4218108.54,1735.0,2.9862306368330467,1909099.8900000001,0.0,0,0
2025-01-02,SKU03834,ST02,23.0,5033.78,218.86,0,2025,1,2,1,2,3,1,1,0,1,Winter,0,0,Electronics & Accessories,GoldenHarvest,Islamabad Express Store #02,Express Store,Islamabad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,3558.0,3.6158536585365852,4331518.6,4401.949796747967,7409.0,2.8053767512305945,9932935.82,3211.0,2.232962447844228,4180982.8,0.0,0,0
2025-01-02,SKU04300,ST02,7.0,15147.37,2163.91,0,2025,1,2,1,2,3,1,1,0,1,Winter,0,0,Home & Kitchen,QuickBite,Islamabad Express Store #02,Express Store,Islamabad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,70.0,20.0,33.0,83.0,0,0,0,12.0,12.0,25966.92,25966.92,4012.0,3.960513326752221,5024576.57,4960.095330700889,8734.0,3.68212478920742,11730750.19,4152.0,3.5854922279792745,5483003.21,0.0,0,0
2025-01-02,SKU04428,ST02,15.0,13196.7,879.78,1,2025,1,2,1,2,3,1,1,0,1,Winter,0,0,Snacks & Confectionery,EliteHome,Islamabad Express Store #02,Express Store,Islamabad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,4116.0,3.314009661835749,5209522.83,4194.462826086957,9886.0,3.608029197080292,12310370.35,4007.0,3.0195930670685756,4513295.97,0.0,0,0
2025-01-02,SKU04548,ST02,43.0,80155.01,1864.07,1,2025,1,2,1,2,3,1,1,0,1,Winter,0,0,Beverages,GoldenHarvest,Islamabad Express Store #02,Express Store,Islamabad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,4196.0,3.3621794871794872,5283214.97,4233.345328525641,11196.0,3.324228028503563,14370440.65,4043.0,2.4803680981595093,4990100.34,0.0,0,0
2025-01-02,SKU01327,ST03,3.0,852.66,284.22,0,2025,1,2,1,2,3,1,1,0,1,Winter,0,0,Home Care,PurePlus,Sialkot Supermarket #03,Supermarket,Sialkot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,10.0,5.0,2842.2,1421.1,1216.0,2.7142857142857144,1432649.8,3197.879017857143,3432.0,3.538144329896907,4138926.03,1764.0,6.582089552238806,2587916.84,0.0,0,0
2025-01-02,SKU01508,ST03,0.0,0.0,732.94,1,2025,1,2,1,2,3,1,1,0,1,Winter,0,0,Home & Kitchen,MetroBrand,Sialkot Supermarket #03,Supermarket,Sialkot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1315.0,2.13474025974026,1554303.06,2523.2192532467534,3335.0,2.5555555555555554,4850163.94,1349.0,10.067164179104477,1315306.34,0.0,0,0
2025-01-02,SKU04949,ST03,28.0,40790.96,1456.82,0,2025,1,2,1,2,3,1,1,0,1,Winter,0,0,Stationery & Office,PureLife,Sialkot Supermarket #03,Supermarket,Sialkot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,4189.0,2.477232406859846,5268615.09,3115.6801241868716,12039.0,3.0743105209397346,15537140.53,3650.0,4.727979274611399,4500437.0200000005,0.0,0,0
2025-01-02,SKU00747,ST04,13.0,11972.87,920.99,0,2025,1,2,1,2,3,1,1,0,1,Winter,0,0,Frozen Foods,TrueTaste,Multan Supermarket #04,Supermarket,Multan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,559.0,7.657534246575342,917960.11,12574.79602739726,1488.0,1.6460176991150441,1757016.27,911.0,2.6482558139534884,1442318.94,0.0,0,0
2025-01-02,SKU03832,ST04,9.0,4779.45,531.05,0,2025,1,2,1,2,3,1,1,0,1,Winter,0,0,Beverages,GreenValley,Multan Supermarket #04,Supermarket,Multan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,3481.0,8.768261964735517,4978659.47,12540.703954659948,9692.0,3.15700325732899,12167963.57,3718.0,3.221837088388215,5002300.66,0.0,0,0
2025-01-02,SKU01202,ST05,4.0,5765.8,1441.45,0,2025,1,2,1,2,3,1,1,0,1,Winter,0,0,Personal Care,SmartBuy,Karachi Supermarket #05,Supermarket,Karachi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1014.0,2.23841059602649,1289641.78,2846.8913465783667,2318.0,2.1168949771689496,2918354.37,1241.0,1.55125,1464164.97,0.0,0,0
2025-01-02,SKU03558,ST06,17.0,17962.03,1056.59,1,2025,1,2,1,2,3,1,1,0,1,Winter,0,0,Apparel & Footwear,PrimeCare,Sukkur Hypermarket #06,Hypermarket,Sukkur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,3020.0,1.9383825417201541,3729649.99,2393.870340179718,8138.0,2.5966815571155073,10852729.53,2861.0,3.523399014778325,4212524.72,0.0,0,0
